Rank,Video_ID,Title,Channel,Upload_Time,Duration,View_Count,Like_Count,Comment_Count,Total_Heat_Score,Appearance_Count
1,NTEh8MX3pHg,[中文] DNS vs BRO | HLE vs T1 | 2026 LCK,LCK-Carry,2026-05-01T13:37:25Z,05:48:02,683764,2403.0,70,228,5
2,-SEKt_0pdHM,NMIXX(엔믹스) “Crescendo” M/V,JYP Entertainment,2026-04-28T09:00:01Z,00:02:46,2796232,223284.0,11141,218,5
3,5DXqEa-7-Wg,かぐや (cv. 夏吉ゆうこ) & 月見ヤチヨ (cv. 早見沙織) - ray 超かぐや姫！Version / THE FIRST TAKE,THE FIRST TAKE,2026-05-01T13:00:06Z,00:05:56,2879761,199073.0,5360,203,5
4,8ml9PDdrG-0,我回到了1997年，一個充滿超自然事件的村子。爸媽居然留我一人在家！【Roblox 草莓郡 Mulberry County - 有感筆電】,有感筆電 Daptoper,2026-05-01T10:00:20Z,00:33:07,305709,12047.0,790,198,5
5,mcJB9H0Nvbc,A-Lin《繞路 Detour》Official Music Video,A-Lin官方專屬頻道,2026-04-29T12:01:33Z,00:04:53,1273684,5364.0,229,197,5
