Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
11,qJk0KO8jarU,阿杜 - Andy『你有多久没有看过那片海 你到现在对自己究竟多明白 总是不服输永远要比别人快 在你前方是否有你要的未来』【动态歌词MV/Lyrics】,Romance Season,People & Blogs,2026-04-25T09:01:09Z,00:05:12,176825,163,2
12,eR9sQAGxqmE,ROBLOX 踢飛幸運方塊！,Yuan2020,Gaming,2026-05-01T08:41:54Z,00:09:07,148275,3921,118
13,XDzGoMtSqZA,It's Me,ILLIT - Topic,Music,2026-04-30T09:00:44Z,00:02:19,1361221,40385,950
14,wlmGB2VSMJ4,傳說對決GCS官方授權｜FW vs DCG 冠軍賽！到底是閃電狼創下歷史紀錄拿到四連冠？還是DCG能拿到隊史第一座GCS冠軍呢？【Gary 蓋瑞】,Gary蓋瑞,Gaming,2026-05-02T14:39:44Z,03:57:59,69826,507,22
15,cR81G_JNs_E,陳勢安 Andrew Tan - 我墜落你自由 Falling For Your Freedom Official MV,陳勢安 Andrew Tan,Music,2026-04-28T12:01:10Z,00:03:48,361616,2390,90
16,3rB1Q_QsG6w,這部影片可能會被下架...我被粉絲跟蹤了。（請立刻停止！）,阿神,Gaming,2026-05-01T10:00:11Z,00:50:06,220489,9655,476
17,XXIX2WnfbpE,"Lady Gaga, Doechii - RUNWAY (Official Music Video)",LadyGagaVEVO,Music,2026-04-27T19:00:23Z,00:02:59,7895857,493322,24076
18,bOs5MsnV2gg,【尊】這是一款作者要搞你心態的「超難自虐遊戲」! ? 樹會開槍是花生省魔樹...🌳【第二頻道】,人生魯宅x尊-第2頻道,People & Blogs,2026-05-01T10:00:56Z,00:11:53,100693,3561,181
19,sw1YLrdaUnA,"Seungmin ""급류(Into The Current)"" | [Stray Kids : SKZ-RECORD]",Stray Kids,Music,2026-05-01T14:59:57Z,00:04:40,655555,158856,11149
20,P77Iij7z3II,【Stanley】超級盾盾流嘉文四世能坦能Ｃ！主堡保衛戰極限一守四！決戰30殺鬼之煞蜜拉！半坦裝傷害還全場最高！？雙人線是在哭是嗎！？嘉文就是一支只需要觀念的角色！,Stanley 史丹利,Gaming,2026-05-02T09:30:11Z,00:13:03,65637,1450,107
21,CzGUP_rQARo,Angel's Touch,艾薇 Ivy - Topic,Music,2026-04-30T10:02:17Z,00:03:29,14728,62,0
22,V8szfQG-qCw,尼克星｜國一生半夜找我單挑…結果我被教育了?｜傳說對決｜,尼克星拳擊,Gaming,2026-05-01T09:00:48Z,00:12:32,71289,1598,204
23,IwCbh2fCrOg,NMIXX(엔믹스) “Crescendo” Stage Practice,NMIXX,Entertainment,2026-04-30T09:00:01Z,00:02:48,443156,40030,1917
24,-KAM4BXnO2I,我訓練女兒挑戰1000等YouTuber (Rivals 競爭者),SlingshotBwai 中文頻道,People & Blogs,2026-04-29T11:41:56Z,00:14:14,167382,3143,2509
25,KF4t6Y4sZbM,The Pilot ᐸ/3 (DETOX JAPAN TOUR 2025),ONE OK ROCK - Topic,Music,2026-04-30T14:36:36Z,00:07:45,139465,4339,168
26,mgagx0yJ0ko,【天堂經典版】全服首位 52 級死騎誕生！官方放任外掛囂張挑釁？,俊偉Junwei1985,Gaming,2026-05-02T09:40:02Z,00:06:29,44220,508,264
27,G8Irnwun0qc,月亮惹的禍,Guan Yin - Topic,Music,2026-04-29T01:30:01Z,00:08:49,13451,36,0
28,Kbs9cwbqdUY,Minecraft 折斷樹幹，合成樹苗種植就能拿到最強物資，挑戰終界龍的世界生存,阿斯asu,Gaming,2026-04-29T09:00:33Z,00:21:00,154519,3318,155
29,iWeRglrNu6E,tuki. 『零-zero-』Official Music Video,tuki.(17),Music,2026-04-27T12:00:06Z,00:04:23,516727,28298,1182
30,VBAX1lIVLhQ,【館長直播完整版】2026/05/02/週六  鬥陣回鍋 ~ 賴清德說都是對岸的錯 打壓然後又可以去非洲了,館長惡名昭彰,Gaming,2026-05-02T16:23:38Z,04:17:45,77594,3654,134
31,a7ziV-RjqBo,Jay Chou 周杰倫【Who Cares 誰稀罕】Official Music Video,周杰倫 Jay Chou,Music,2026-04-24T04:00:01Z,00:04:23,2483276,14285,1448
32,ArOZ0Lx0Tw0,【傳說對決】💪與『進擊的巨人』連動的全新克萊斯造型「艾連葉卡」正式登場！到底要多少點？二技能滿滿細節，大招變身巨人，抽獎前必看👀【Lobo】Arena of Valor 艾連  Eren Jaeger,Lobo 蘿蔔,Gaming,2026-05-01T06:33:30Z,00:10:32,55250,990,513
33,BmL0GYHMi8Q,SUPER JUNIOR '차근차근 (Way For Love)' @ SUPER JUNIOR 20th Anniversary TOUR 'SUPER SHOW 10' SJ-CORE,SUPER JUNIOR,Music,2026-05-01T09:00:15Z,00:03:47,90233,15626,895
34,qP8KCLi5f3M,【造型公道伯】全網首發亞妮女巨人實測🔥十年來最猛免費造型 根本是抽獎等級！特效還原原作 硬質化 高踢腿 召喚女巨人！手感也同樣有料嗎？【小珉】,MING小珉 中路教科書,Gaming,2026-05-01T06:18:06Z,00:09:35,76665,1013,132
35,j7Z4fo1-tRU,胡沫 - 嘉賓『我放下所有回憶 來成全你的愛情 卻始終不願相信 這是命』【動態歌詞MV/Lyrics】,Nightfall Tunes,People & Blogs,2026-04-23T09:00:56Z,00:05:34,232374,123,3
36,FCY6IweUwrg,【異環】公測必看開荒懶人包💥▸怕走歪路？看這支！新手常見踩坑點？體力/活力怎麼用？快速衝等/賺錢秘技？買車還是買房優先？14張S級弧盤白嫖點位全公開！ ▹璐洛洛◃,璐洛洛 Ruroro【人造人Vtuber】,Gaming,2026-04-29T13:30:06Z,00:19:57,120294,2578,229
37,wtdW-2aVd-w,舊傷,Henry Hsu - Topic,Music,2026-04-28T16:01:54Z,00:04:09,17996,185,4
38,mcjVqoFOSjQ,【Mande中文】🐱和觀眾玩APEX躲貓貓🐱究竟是我太瞎還是你們太會躲阿？🐱,Mande官方中文,People & Blogs,2026-05-01T10:01:21Z,00:22:51,47374,827,57
39,5hP5bLk-Xcc,All the Possibilities,TWS - Topic,Music,2026-04-27T09:00:10Z,00:02:50,751436,13732,406
40,SUdVxneRhKg,【Qi黃帝】巨人聯動造型竟然可以免費拿!! 抽獎細節懶人包讓你少走彎路 技能範圍竟然比預測還要大超級多 || 傳說對決 #聯動造型 #巨人聯動 #星葵 #納克羅斯 #克萊斯 #艾連葉卡,Qi 黃帝,Gaming,2026-05-01T09:00:41Z,00:12:00,50119,1762,1380
41,4SMPb82Cg3s,Making Love Out of Nothing at All – Air Supply (Sub. Español + Lyrics) | Pura nostalgia ❤️,Emoria,People & Blogs,2026-04-29T15:00:11Z,00:05:42,1040392,2145,36
42,PubO9tFeFTM,随便打几把2000万，随便挖几挖直接发财 #三角洲行动,老6🐎 [使命召唤:三角洲] ,Gaming,2026-05-02T11:08:40Z,00:12:54,28058,506,31
43,48goEwECMCA,No Tears On The Dancefloor,LEE CHAEYEON - Topic,Music,2026-04-28T09:04:53Z,00:02:30,361183,8334,2651
44,YtpjRIHz244,Minecraft 我的朋友居然被殺掉了!!! 到底誰才是兇手?,小英文 GoodestEnglish,Gaming,2026-05-02T09:00:43Z,00:11:21,24850,1208,116
45,x6_mbnsh6VU,GENER8ION - STORM starring Yung Lean,GENER8ION,Music,2026-04-24T10:00:06Z,00:07:35,3797067,210492,5867
46,8HPzg79Se6s,Minecraft 社群最瘋狂的鬧劇！ Minecraft PvP最強女玩家被指控作弊？甚至被其他Youtuber踢爆真實身份是男人？MCTiers長期霸榜第一頂尖玩家【Marlow】的爭議事件,GamerSecret 玩家機密,Gaming,2026-04-30T11:05:30Z,00:22:39,97918,1754,351
47,yEa6Ekr0Mhw,怎么才算忘记,施颖婕 - Topic,Music,2026-04-27T04:09:46Z,00:02:43,33392,305,0
48,VStpxxBaEow,【Blox Fruits】3顆最無恥的果實！3000萬賞也只能乖乖被Spam死！ 【Roblox 海賊王】【機械方塊】,R子,Gaming,2026-05-01T10:21:03Z,00:17:50,77211,1987,236
49,p4ahGSFTY-c,aespa 에스파 'LEMONADE' Complæxity Trailer,aespa,Music,2026-04-26T15:00:07Z,00:02:41,2349289,169263,7756
50,FcK78_2JZ9M,讓岩漿扮演神秘路人！對方根本不知道從一個開始就在嗆著岩漿...這誰能綳住？【RIVALS 競爭者】,JentzPlay小健,Gaming,2026-05-02T05:00:06Z,00:22:51,33457,601,171
