Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
22,NGpjr59biN0,[中文] KT vs DNS | BFX vs T1 | 2026 LCK,LCK-Carry,Gaming,2026-05-30T12:37:08Z,05:06:38,495726,2095,47
23,6q8UMVXhXsE,tripleS(트리플에스) 'Baby Flower' Official MV,tripleS official,Music,2026-06-01T09:00:06Z,00:03:11,9556243,43493,5084
24,vzbnFQE7qio,【深海迷航２】利維坦出現啦😭！阿神小隊...打造潛水艇⭐潛入【熔岩深水區💦】超燙水溫警報！【Ｄａｙ２生存報告】,阿神,Gaming,2026-06-02T09:59:02Z,01:38:30,85336,3552,140
25,WWDQWORBUKw,谢谢你的爱 (Remake 2026),FM Station - Topic,Music,2026-05-28T07:50:27Z,00:04:34,70512,374,0
26,EYesPyTCy3I,我被警察當成重刑犯逮捕了！,小妞,Gaming,2026-06-03T09:00:06Z,00:13:40,43233,4335,74
27,vrY1THC_NQE,IShowSpeed - World Cup (Champions) [Official Music Video],IShowSpeed,Gaming,2026-06-01T15:00:06Z,00:04:59,14856251,1577490,102971
28,kKlws79rKHE,通關鍵盤逃脫第2世界！療愈遊戲竟然登頂了？【+1 Speed Keyboard Escape】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-06-01T12:05:55Z,00:10:14,117927,1639,86
29,J4aOIMyd608,Atmos,SHINee - Topic,Music,2026-06-01T09:00:01Z,00:03:13,314009,8528,289
30,Cbmt1Yzpa_8,遊戲玩家最討厭的邪惡Ai反派！超混沌行為意外爆紅成為全網公敵？地平線系列新作 Forza Horizon 6的Ai【BOWIE KNIFE99】的迷因事件,GamerSecret 玩家機密,Gaming,2026-06-03T11:06:58Z,00:12:54,110300,2439,216
31,ARj1adoUoEU,飛ぶ時 / Vaundy：MUSIC VIDEO,Vaundy,Music,2026-05-30T11:00:06Z,00:04:15,2180724,36386,599
32,c88D6ypvLZo,我訓練野獸先生老婆 VS 我兒子 (Rivals 競爭者),SlingshotBwai 彈弓男孩,Gaming,2026-05-30T10:42:32Z,00:17:07,226603,4089,1591
33,XtLxSzeLVZI,許富凱 Fu Kai Hsu〈舊傷 Old Scars〉Official Music Video,許富凱官方專屬頻道 Henry Hsu Offical Channel,Music,2026-06-01T12:00:05Z,00:04:10,70447,1039,55
34,P7VpqhqmgbY,超神盃也太好看 10點跟要打冠軍賽的立志校隊團練,空巴嗨嗨0322,Gaming,2026-06-03T16:31:28Z,03:28:11,45030,252,0
35,m-aWrIOP_3o,DDI RO RI,MEOVV - Topic,Music,2026-06-01T09:04:26Z,00:03:16,300472,10241,249
36,HopUC67eNs4,一個禮拜沒玩就挑戰360度盲射！？跟..露臉...?【 Rivals 競爭者】,RD 阿東,Gaming,2026-06-03T10:00:39Z,00:09:37,82925,3163,637
37,bOxbBvufIr8,小酒窩 - 林俊傑/蔡卓妍『小酒窩長睫毛，是你最美的記號，我每天睡不着，想念你的微笑』【LyricsVideo/動態歌詞】,BlueSky Beats,People & Blogs,2026-05-27T09:00:17Z,00:03:39,62047,69,4
38,K3ZJyPVAYTM,睡覺就能一夜暴富！30年前的《吞食天地3》藏了多少秘密？,老孫聊遊戲,Gaming,2026-06-02T11:30:14Z,00:16:49,92900,1849,119
39,iZzpq5iqevg,FIFTY FIFTY (피프티피프티) 'Like a Bubble' Official MV,FIFTY FIFTY Official,Music,2026-06-01T09:00:11Z,00:03:27,2553841,40927,3813
40,gyhA6Gye9bA,【DE JuN】多人恐怖攻堅！特種部隊遭到不死生物的追殺！NO BACKUP,DE JuN,Entertainment,2026-05-30T04:00:38Z,00:42:58,230038,4175,133
41,mbsVuwRpZ8c,【MV首播】葉諾帆 vs 陳淑萍 - 冬天過袂去 (官方完整版MV) HD,豪記唱片 HCM Music,Music,2026-06-01T02:00:37Z,00:05:17,28251,665,37
42,TQSbgGC3Bdo,我們真的玩了10年…GoFest東京現場活動挑戰超級超夢XY! Ft. @brianptseng【 劉沛 寶可夢⁹ 35】,more劉沛,Gaming,2026-06-01T15:18:32Z,00:31:13,81208,2216,117
43,65aR-VXEZf4,照单全认 (答应了不再爱你是骗你的),承桓 - Topic,Music,2026-05-26T10:02:38Z,00:04:22,27888,144,0
44,XkYGCWx1V3k,【傳說超神盃】跟尼克星團練 星星幫傳說戰隊 VS 教你做人 BO3,Jiaozu教主,Gaming,2026-06-03T15:31:19Z,00:50:24,17761,231,47
45,uOlpJlmyslg,说了再见 (歌手2026 第2期),Release - Topic,Music,2026-05-29T22:33:34Z,00:05:14,39687,260,1
46,uHhzErbOg9w,時間會證明墓碑女皇！等我完成啟動！必讓你灰飛煙滅！別急我還沒啟動完畢  我還沒啟動你不許打我【皇室戰爭】,塔米糕,Gaming,2026-06-02T18:53:00Z,00:11:36,50193,983,88
47,W40rdkm-jUE,我好了會有回應 - Vank,Vank,Music,2026-05-28T15:13:57Z,00:04:29,34052,315,11
48,RE2_-_vLH94,Minecraft 危險！能馴服最強大型恐龍的生存，別太靠近攻擊性極強的暴龍,阿斯asu,Gaming,2026-05-29T09:00:32Z,00:24:01,195345,3645,105
49,TT8vf1qi2uM,夏奇拉 Shakira & Burna Boy / Dai Dai (2026年世足賽主題曲)(中字MV),台灣索尼音樂 Sony Music Taiwan,Music,2026-05-29T12:00:03Z,00:04:01,377952,7355,459
50,6PE5MuZkpt4,【DinTer】 絕地求生PUBG｜騎著超帥哈雷淪為外送員！被特好喝店長認可的外送車技！女戰神涵涵用吹風機1v4頂級水鬼！特哥用三倍鏡遠距離自信爆頭！,Dinter,Gaming,2026-06-03T09:00:35Z,00:13:09,26410,247,14
