Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,iTJSbJtS8MU,aespa 에스파 'WDA (Whole Different Animal) (Feat. G-DRAGON)' MV,SMTOWN,Music,2026-05-11T09:00:56Z,00:03:09,13476614,470830,31056
2,HJ60xJ2UPQA,Backrooms後室最新預告片分析 ASYNC確認存在電影世界觀 Entity實體首次亮相預告片！【丁丁DingDing】,丁丁 DingDing,Gaming,2026-05-16T04:37:30Z,00:13:29,30133,1098,74
3,Bso7klh06k4,[中文] GEN vs T1 | BFX vs NS | 2026 LCK,LCK-Carry,Gaming,2026-05-16T13:55:12Z,06:17:35,731335,3389,62
4,6Ycn9qZK09I,NMIXX(엔믹스) “Heavy Serenade” M/V,JYP Entertainment,Music,2026-05-11T09:00:04Z,00:03:32,27937087,210303,15839
5,-IPy0qiyh-4,《氣體人第一號》| 正式前導預告 | Netflix,Netflix Taiwan,Entertainment,2026-05-12T23:00:00Z,00:01:25,145961,1630,236
6,i9-82s_Le88,挑戰在大型超市24小時生存！千萬不能被警衛抓到！【Roblox Survive Overnight in a Mega Store 全破關 - 有感筆電】,有感筆電 Daptoper,Gaming,2026-05-15T12:51:08Z,00:17:31,324176,7374,818
7,hGqYdubpcCM,Heavy Serenade,NMIXX - Topic,Music,2026-04-23T05:58:50Z,00:03:00,2879902,36205,612
8,xXvgwsKnDP0,Btth Trailer 201 | Btth New Preview | Btth Latest Trailer 200 | 斗破苍穹201 | Btth Terbaru 201 Spoiler,Donghua Delight ,People & Blogs,2026-05-16T09:58:26Z,00:00:34,48711,818,5
9,eyUyIfTvTM8,【LCK】GEN vs T1 Chovy藍寶中路火烤Faker! 50分鐘血戰瘋狂拉扯高打高! BO3全場精華 | 2026 LCK,Cielo-聯盟精華,Gaming,2026-05-16T11:42:41Z,00:53:58,110474,1524,161
10,SQjRdv-gSts,星夜的離別+離情,Kai Xyelune - Topic,Music,2026-05-13T11:02:47Z,00:07:31,75255,319,0
11,_-ETg1nsR6c,我課金花了超多R幣...結果抽到了史萊姆之神！？【Roblox 機械方塊】,Yuan2020,Gaming,2026-05-16T02:00:34Z,00:08:46,157767,6255,114
12,ZAsxW7bkK-A,WDA (Whole Different Animal) (feat. G-DRAGON),aespa - Topic,Music,2026-05-11T09:00:46Z,00:02:54,3299197,48547,1400
13,umIkPYyDYc8,我在踢飛幸運方塊開外掛！直接獲得超強腦腐！【Kick a Lucky Block】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-05-16T10:13:32Z,00:14:13,128363,2886,86
14,K2xgiais0U4,派偉俊 Patrick Brasca & 陳華 Hua Chen - 你沒等我去的舊金山（Acoustic）,派偉俊 Patrick Brasca,Music,2026-05-15T12:00:06Z,00:03:58,68439,2465,67
15,Ws1bM_MdjUE,2026 傳說女神盃 準決暨冠軍賽－ 2026/05/16《Garena 傳說對決》,Garena 傳說對決,Gaming,2026-05-16T10:26:59Z,08:24:32,155138,749,88
16,HTTQVgGc1sY,And Now,JINYOUNG - Topic,Music,2026-05-13T09:02:23Z,00:01:08,279762,1764,68
17,kNiyTJl6qBY,2026 荒野亂鬥全球錦標賽 | Brawl Cup Day2,盛主播,Gaming,2026-05-16T16:52:18Z,05:22:20,135907,1016,3
18,uzVdsZbYibQ,周深 ZHOU SHEN ╳ MAYDAY 五月天 [ 如煙 Like Smoke ] 5525+2版 Official Stage Video,相信音樂BinMusic,Music,2026-05-10T13:25:16Z,00:05:42,1481605,12193,1004
19,b7BgovJ4qZ8,五人全拉满！T1战胜GEN把多少人看懵了？Faker与Oner绝境出击，这比赛看得人热血沸腾,呆梦demo官方频道,Gaming,2026-05-16T22:57:23Z,00:19:14,105966,2137,250
20,nCElUD0jvgo,CORTIS (코르티스) 'ACAI' Official MV,HYBE LABELS,Music,2026-05-11T11:58:06Z,00:03:11,4298769,451355,19725
21,EzanAEs6voc,我送顏色躲貓貓活到最後玩家1000元！,小妞,Gaming,2026-05-16T09:00:17Z,00:26:35,46902,2250,101
