Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,PVzSI9PpkXc,마마무(MAMAMOO) '4 Flowers' MV,MAMAMOO,Music,2026-06-04T09:00:22Z,00:03:23,2210523,112949,8937
2,HLMX2w3cwuE,God of War Laufey - Gameplay Reveal Trailer | PS5 Games,PlayStation,Gaming,2026-06-02T22:15:01Z,00:23:45,5859327,369073,26999
3,jaBiyC6OmRg,【傳說超神盃】6/5 星星幫傳說戰隊 vs 歷代最強HKA BO3 ｜贏了直接進四強,尼克星拳擊,Entertainment,2026-06-05T14:39:53Z,02:09:51,118410,1065,94
4,7K9jXD9TV6c,如果我很平庸,陳華 - Topic,Music,2026-06-04T10:00:08Z,00:04:06,62722,1184,45
5,tKwH3pNFEbo,【超少女】終極預告，6月24日（週三）大銀幕鉅獻,華納兄弟台灣,Film & Animation,2026-06-03T16:05:08Z,00:02:11,55281,1103,332
6,ePw3xdN7T7E,Minecraft 掉落現代軍火！所有『掉落物品隨機但是最強』生存，甚至出現遭遇強大怪物,阿斯asu,Gaming,2026-06-04T09:00:02Z,00:25:24,184082,3876,130
7,83C3TZ4Zm_o,aespa 에스파 'LEMONADE' MV,SMTOWN,Music,2026-05-29T04:00:16Z,00:03:12,19328002,642308,36321
8,Rsztt5qDj_A,"FALL 2: DEADPOINT (2026) Official Trailer - Harriet Slater, Arsema Thomas",Lionsgate Movies,Film & Animation,2026-06-04T15:00:06Z,00:01:20,1256453,20524,1455
9,QFJ67-ZifLQ,【有感筆電】我下載了暗網版本的 Roblox 遊戲.. 千萬不要來玩！【Flood Escape V1.7 全破】,有感筆電 Daptoper,Gaming,2026-06-05T11:15:08Z,00:27:49,130081,6091,567
10,pWOVb01U-c4,BABYMONSTER - 'SUGAR HONEY ICE TEA' M/V TEASER,BABYMONSTER,Music,2026-06-03T15:00:01Z,00:00:28,3261033,292688,17698
11,NsUbanX2a-k,【冰原歷險記6：沸常危機】 前導預告 | 2027 年 2 月 大銀幕火熱登場,迪士尼影業,Film & Animation,2026-06-05T02:27:59Z,00:01:08,38563,725,132
