Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,83C3TZ4Zm_o,aespa 에스파 'LEMONADE' MV,SMTOWN,Music,2026-05-29T04:00:16Z,00:03:12,15742073,580848,33830
2,dqUZZ9kAtzI,【橡樹街末日】官方預告，8月12日（週三）暑假大銀幕鉅獻,華納兄弟台灣,Film & Animation,2026-06-01T13:00:02Z,00:02:27,259501,1582,269
3,Gr1-6VJPCic,Minecraft 基岩中的鬼抓人！破壞基岩後想辦法抓住逃跑者vs活下去逃到最後【方塊boy】,方塊boy,Gaming,2026-05-31T10:00:06Z,00:37:56,218320,7381,275
4,LBhcqYqeu0U,LEMONADE,aespa - Topic,Music,2026-05-29T04:02:48Z,00:03:07,3018162,54435,1044
5,l0hD3KBwoiA,"No Peace Amongst the Stars | Warhammer 40,000 Official Cinematic Trailer","Warhammer 40,000",Gaming,2026-05-31T15:54:36Z,00:03:44,2626432,167681,8053
6,rpGWWUpFMX8,星星幫傳說戰隊 團練現役職業冠軍DCG !  明天比賽,尼克星拳擊,Entertainment,2026-06-01T16:07:16Z,02:54:42,88919,669,150
7,SlQR9iu09bQ,SON TUNG M-TP x TYGA | COME MY WAY | OFFICIAL MUSIC VIDEO,Sơn Tùng M-TP Official,Music,2026-05-28T13:00:06Z,00:04:18,22860423,1193111,163902
8,md6rhLgaXsg,【揭密日】終極預告 - 06.10.26 戲院見,環球影片 官方頻道,Film & Animation,2026-05-29T04:06:17Z,00:02:39,56886,721,136
9,NGpjr59biN0,[中文] KT vs DNS | BFX vs T1 | 2026 LCK,LCK-Carry,Gaming,2026-05-30T12:37:08Z,05:06:38,493014,2091,46
10,aHM2RKeMaeM,MEOVV(미야오) - ‘DDI RO RI’ M/V,THEBLACKLABEL,Music,2026-06-01T09:47:30Z,00:03:20,3569029,N/A,10547
11,4ZRhHYWMlJo,ROBLOX 超紓壓跑酷塔！,Yuan2020,Gaming,2026-06-01T12:40:18Z,00:12:45,139517,4762,197
12,hOIY3OhvD94,CORTIS (코르티스) 'Blue Lips' Official MV,HYBE LABELS,Music,2026-05-30T14:58:06Z,00:02:50,2512495,389150,23890
13,lB_Y6Nn08O0,我可以在殭屍競技場存活下來嗎?! 玩到第200天，殭屍已經佔滿整張地圖了😭 (但我買了超OP的武器)【Roblox Survive Zombie Arena - 有感筆電】,有感筆電 Daptoper,Gaming,2026-06-01T11:30:43Z,00:12:29,177765,5779,930
14,Vfryu4DeWrc,還是會想念,BK - Topic,Music,2026-05-28T16:00:37Z,00:04:04,161923,2016,129
15,c88D6ypvLZo,我訓練野獸先生老婆 VS 我兒子 (Rivals 競爭者),SlingshotBwai 彈弓男孩,Gaming,2026-05-30T10:42:32Z,00:17:07,212237,3965,1543
16,7CUz7Ec7cWc,hate that i made you love me,Ariana Grande - Topic,Music,2026-05-29T04:01:20Z,00:03:18,3933698,146159,3382
17,kKlws79rKHE,通關鍵盤逃脫第2世界！療愈遊戲竟然登頂了？【+1 Speed Keyboard Escape】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-06-01T12:05:55Z,00:10:14,93630,1449,80
18,7UUQDWDcovQ,"韋禮安 WeiBird - ""很久很久 A Little Longer"" Official Audio",韋禮安 WeiBird,Music,2026-06-01T16:00:11Z,00:04:03,37375,1995,135
19,_f1IVdOZvs0,【Stanley】電刀特效流提摩原地站A毫無對手！電刀提摩面前眾生平等皆坐牢！大額斗內讓主播做出差別待遇？史丹利才不是那種見錢眼開的人！多人追擊驚險草叢捉迷藏！想殺我嗎哈哈殺不到殺不到！,Stanley 史丹利,Gaming,2026-06-01T09:30:22Z,00:11:53,87922,1629,74
20,6q8UMVXhXsE,tripleS(트리플에스) 'Baby Flower' Official MV,tripleS official,Music,2026-06-01T09:00:06Z,00:03:11,3667640,35151,4197
21,lg8He61JpqM,【傳說超神盃】6/2 要拼要猛 VS 教你做人(教主隊 全局BO3,空巴嗨嗨0322,Gaming,2026-06-02T12:49:43Z,01:11:24,39028,316,17
22,K4HRRyg7_IU,ZOOM ZOOM,TREASURE - Topic,Music,2026-06-01T09:00:12Z,00:02:59,520918,53895,4885
23,gyhA6Gye9bA,【DE JuN】多人恐怖攻堅！特種部隊遭到不死生物的追殺！NO BACKUP,DE JuN,Entertainment,2026-05-30T04:00:38Z,00:42:58,203733,3938,129
24,WWDQWORBUKw,谢谢你的爱 (Remake 2026),FM Station - Topic,Music,2026-05-28T07:50:27Z,00:04:34,36632,246,0
25,xSZwyKg5mGA,(FW NaiLiu) 6/1 星星幫是世界冠軍,FW NaiLiu,Gaming,2026-06-01T17:18:46Z,02:42:53,54714,479,6
26,ARj1adoUoEU,飛ぶ時 / Vaundy：MUSIC VIDEO,Vaundy,Music,2026-05-30T11:00:06Z,00:04:15,1531607,32132,546
27,RE2_-_vLH94,Minecraft 危險！能馴服最強大型恐龍的生存，別太靠近攻擊性極強的暴龍,阿斯asu,Gaming,2026-05-29T09:00:32Z,00:24:01,184600,3541,104
28,hOFTvm-ZBmk,Anti Believer,SHINee - Topic,Music,2026-06-01T09:00:26Z,00:03:06,135956,4943,278
29,o2-6ph3jwsE,傳說對決 |弗洛倫新科研裝備一波團開了三次大？29%輸出一樣不配贏🗿| Sirenia 海牛 |弗洛倫,Sirenia海牛,Gaming,2026-05-30T10:08:09Z,00:09:32,76665,1189,59
30,bOxbBvufIr8,小酒窩 - 林俊傑/蔡卓妍『小酒窩長睫毛，是你最美的記號，我每天睡不着，想念你的微笑』【LyricsVideo/動態歌詞】,BlueSky Beats,People & Blogs,2026-05-27T09:00:17Z,00:03:39,36771,49,4
31,Od_E3JwCXYI,[中文] TSW vs DCG | LCP 2026 Split 2 Knockout Stage Upper Bracket Finals,LoLEsportsTW ,Gaming,2026-05-31T13:41:18Z,05:11:24,80010,249,7
32,mbsVuwRpZ8c,【MV首播】葉諾帆 vs 陳淑萍 - 冬天過袂去 (官方完整版MV) HD,豪記唱片 HCM Music,Music,2026-06-01T02:00:37Z,00:05:17,18913,574,33
33,5KwgPfe0Y1A,"變成管理員，選擇他們的 "" 命運 ""   . . .  😂 😱  😈！！【Roblox 機器磚塊】",黑樂,Gaming,2026-06-01T09:30:34Z,00:11:14,38360,1116,20
