Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,x3eqqoZPV_E,BABYMONSTER - '춤 (CHOOM)' M/V,BABYMONSTER,Music,2026-05-04T09:21:33Z,00:03:25,40316399,1016968,71239
2,Qb-N2obH5Os,《STRANGER THAN HEAVEN》發表第一支預告片,SEGAasia,Gaming,2026-05-07T00:09:01Z,00:04:58,80974,3787,427
3,GPjVI7kpIbw,[中文] T1 vs DNS | KRX vs GEN | 2026 LCK,LCK-Carry,Gaming,2026-05-08T12:40:01Z,04:33:33,351764,1210,22
4,kRpaqR5sbf0,CORTIS (코르티스) 'TNT' Official MV,HYBE LABELS,Music,2026-05-04T08:58:06Z,00:03:04,3906281,471613,25703
5,ecbfKVwM508,【奧德賽】最新預告 - 17.07.26 全台戲院見,環球影片 官方頻道,Film & Animation,2026-05-05T05:09:27Z,00:02:26,234892,2576,266
6,aslmbRhOBjI,【有感筆電】我討厭腦腐.. 不要再tung tung tung sahur了!!【Roblox I HATE BRAINROT 全破】,有感筆電 Daptoper,Gaming,2026-05-08T10:00:05Z,00:15:13,155598,6495,541
7,SCySL2FKuCc,Blue Lips,CORTIS - Topic,Music,2026-05-04T09:00:40Z,00:02:22,1591993,98482,4647
8,oYhaW-Vr4wg,Forza Horizon 6 – Official Launch Trailer,Forza,Gaming,2026-05-08T15:00:16Z,00:01:36,591354,52329,2994
9,O_tARfiGd-Q,我把超新星之星全買下來了！秒殺虛空芬克斯獎勵！這個賽季我要改名..美少女小盛強勢登場✨！抽造型我輸過很多次，但我從沒怕過！【荒野亂鬥】,盛主播,Gaming,2026-05-08T08:11:02Z,00:10:55,93165,1797,157
10,YBGMYSSYLZs,【MV首播】陳淑萍 vs 沈建豪 - 前世我欠你 (官方完整版MV) HD【三立八點檔『 百味人生』金曲片頭】,豪記唱片 HCM Music,Music,2026-05-05T02:00:06Z,00:05:14,59441,1468,112
11,YTUEuQTJxd4,【屍變焚場】官方預告 - 7月8日（週三）全家火葬場,Sony Pictures 索尼影業,Entertainment,2026-05-05T16:01:05Z,00:02:25,50376,788,167
12,31SW6j50gRs,【LCK】T1 vs DNS 30歲老鬼出擊阿璃開親! Keria頂級演技雙下巴蟾蜍! BO3全場精華 | 2026 LCK,Cielo-聯盟精華,Gaming,2026-05-08T09:56:00Z,00:24:18,74865,666,38
13,XHtO7as5v0I,IVE - BANG BANG | Live from Vevo Studios,IVEVEVO,Music,2026-05-06T16:01:01Z,00:03:03,673648,47056,1743
14,0ogISr1zIjw,《鐵拳教育》| 正式前導預告 | Netflix,Netflix Taiwan,Entertainment,2026-05-07T00:00:00Z,00:01:21,25965,415,38
15,xBjWnmLYHrc,Minecraft 讓紅月空手屠龍！去完成自製的10種特殊全成就生存【方塊boy】,方塊boy,Gaming,2026-05-06T08:00:06Z,00:48:12,137605,5446,235
16,iJZzZh91wXw,停顿的钟 R&B完整版,凯文-Kevin - Topic,Music,2026-05-05T22:35:04Z,00:03:14,41991,783,0
17,IH0jbEIsikE,【Stanley】不死之握上路時鐘線殺汎汎姐！特效爆擊流傷害難以預判！她如果生氣了就炸一下！後期雙輔助加持AD徹底無敵！打野都結束了還在刷野？你全場開演都擋不了我Ｃ這把！,Stanley 史丹利,Gaming,2026-05-08T09:30:08Z,00:10:35,76273,1382,73
18,F0UIsSnotlA,"HAN ""back to life"" | [Stray Kids : SKZ-PLAYER]",Stray Kids,Music,2026-05-08T15:00:02Z,00:04:20,940649,290855,27437
19,Vc0x3Xx-B4Q,【DinTer】大乾爹為特好喝金卡大手筆抖內上萬台幣！土豪乾爹讓大家看現在誰才是真正的乞丐！糖尿病艾克打野與血脂大魔王中路黃金連動！膝蓋很軟道歉很有誠意的主播！,Dinter,Gaming,2026-05-08T09:00:45Z,00:14:23,59676,935,61
20,MSf4W5H8O2w,过活,承桓 - Topic,Music,2026-04-30T21:06:03Z,00:03:45,39368,141,0
21,fB3Yg5511DU,Minecraft 無處可躲『最新版・真麥塊模式』最強怪物們vs速通玩家,阿斯asu,Gaming,2026-05-07T09:00:54Z,00:27:00,92513,2541,70
22,rfje1gF_1og,林俊杰 - 江南『不懂爱恨情愁煎熬的我们 都以为相爱就像风云的善变 相信爱一天抵过永远 在这一刹那冻结了时间』【动态歌词MV/Lyrics】,Romance Season,People & Blogs,2026-04-30T09:01:17Z,00:04:29,119434,98,3
23,VmhxThadhwM,我課金花了超多R幣...為了從超肥胖子變成肌肉之神！【Roblox 機械方塊】,Yuan2020,Gaming,2026-05-08T08:00:28Z,00:08:21,118730,2908,51
24,JI-AmDkWriQ,今夜又擱想起你,Rong Tian Fu - Topic,Music,2026-04-30T02:45:58Z,00:04:26,77151,391,0
25,9hjqTYQnWzg,【館長直播完整版】2026/05/08/週五  恐怖遊戲惡意~~醫護三班護病比入法 結果整個網路都開始大造謠 民進黨阿我真沒見過你這麼不要臉的一群人 文化部就是酬庸部~ 明天晚上八點抖音見~~~,館長惡名昭彰,Gaming,2026-05-08T16:18:49Z,04:15:38,70862,3679,142
26,F6kUPJhez8w,昨暝的雨,Lin Mochen - Topic,Music,2026-04-30T13:08:54Z,00:05:47,24113,239,0
27,ZYsanHlADk4,"【尊】我去地獄的超市打工了一週 ! ? 白天接待客人,晚上應付偽人 ! !【第二頻道】",人生魯宅x尊-第2頻道,People & Blogs,2026-05-07T10:01:04Z,00:14:43,103429,3608,126
28,z0QdBX4WAIU, icyball 冰球樂團 - 能不能和我留在台北（陪我幾天） (Official Live Music Video),icyball 冰球樂團,Music,2026-05-03T15:55:00Z,00:04:18,74041,2354,120
29,Lipt-bwJcCE,【傳說對決】😳與進擊的巨人連動的納克全新造型『兵長里維』正式登場！竟然是史上最佛心的抽獎，保底只要？手感到底好不好呢✌【Lobo】Arena of Valor 里維阿卡曼 Levi Ackerman,Lobo 蘿蔔,Gaming,2026-05-08T05:48:32Z,00:08:07,56457,1017,503
30,_opQpDYh33I,Jenevieve - Hvnly (feat. JIHYO of TWICE) [Official Music Video],JenevieveVEVO,Music,2026-05-08T04:00:45Z,00:02:58,320115,49391,2777
31,7OTO84WllIg,【造型公道伯】兵長抽獎實測！兩千點出貨太扯 保底三千史上最便宜 多帳號實測保底機率 這個抽獎真的太佛！需要為了按鍵播報抽到滿嗎？【小珉】,MING小珉 中路教科書,Gaming,2026-05-08T11:23:41Z,00:11:31,33564,554,96
32,Ej5sYrSf0Ns,tuki. 『最低界隈』1st Live at NIPPON BUDOKAN,tuki.(17),Music,2026-05-08T10:00:07Z,00:03:49,100869,9052,337
33,7yvfit80mvs,Minecraft 暗網...跑酷塔【10分鐘跑酷🔥陰間版】！我安裝【67種😨暗網病毒】壓迫感MAX爆表！暗網怪物...瘋狂追殺～我們跑！（不可能通關...😭麥塊）,阿神,Gaming,2026-05-08T09:57:28Z,00:36:27,39263,2326,94
34,adsrNFdIxLg,王菲 Faye Wong《主角》電視劇同名主題曲 (Official MV),Faye Wong Official Channel,Music,2026-05-08T04:00:33Z,00:04:45,40362,1552,206
35,-eurtz1ANnI,傳說對決 ｜進擊的巨人聯動壓軸登場！兵長里維只要3301點🥰史上最佛抽獎省錢妙招！真的有超越納克天花板次元手感嗎？隱藏原作細節銳評🔥【娘子】Arena of Valor 里維阿卡曼,娘子,Gaming,2026-05-08T06:05:09Z,00:09:38,36788,593,139
36,4YGg3QX0IuY,Pretty Much（半夏心动）,金色火种GoldenFire - Topic,Music,2026-05-05T05:11:34Z,00:03:16,35116,649,6
37,dOCF8kJpuqc,【荒野亂鬥】美好超新星活動來了！ 首日直接打爆芬克斯 沒想到還有第二階段  連鎖特惠全買 我能否抽到新造型,PowerTech淮特,Gaming,2026-05-07T16:17:25Z,00:26:56,49105,665,67
38,XNQBXK2UlTA,以父之名 | R&B 女版,GoodBrother-老六 - Topic,Music,2026-05-01T19:34:11Z,00:05:04,27125,240,1
39,CfWy0VaafFw,【羅傑】終於搬家了，最後一次在社宅開台了。現在AI也會打爐石了！？｜Roger｜爐石戰記Hearthstone｜BY-ED,羅傑 Roger,Gaming,2026-05-07T10:00:21Z,00:12:15,41751,542,80
40,_bkDp_MpxH0,我不在你的眼裡,Release - Topic,Music,2026-05-07T10:01:53Z,00:06:46,11015,713,0
41,mwvqjyCMiZU,傳說對決 |超人撞整場6/1/3戰績三路全破還是不敵斷腿宿命😡完全老金八的角色誰愛玩去玩| Sirenia 海牛 |超人,Sirenia海牛,Gaming,2026-05-07T11:01:32Z,00:09:31,56029,976,52
42,nMXuw9DKBB4,NMIXX(엔믹스) “Heavy Serenade” Original Highlight Medley,JYP Entertainment,Music,2026-05-07T11:00:05Z,00:02:32,248216,28763,1269
43,lsuG2v0Hkjs,2026 傳說女神盃 W2D1 － 2026/05/08《Garena 傳說對決》,Garena 傳說對決,Gaming,2026-05-08T14:28:45Z,04:41:10,57782,349,11
