Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,cfaybWG25D4,"T.O.P - ""완전미쳤어! (Studio54)"" MV",T.O.P,Music,2026-04-08T09:00:49Z,00:04:36,2493936,189996,13521
2,rrkraGtMmbw,《#穿著PRADA的惡魔2》｜終極預告｜ 4月29日(三) 年度大秀等你來坐,二十世紀影業,Film & Animation,2026-04-07T01:01:01Z,00:01:53,292623,3011,165
3,qIhHmPNpdEY,[中文] DNS vs T1 | HLE vs BFX | 2026 LCK,LCK-Carry,Gaming,2026-04-10T12:54:21Z,05:05:02,377607,1315,17
4,diBO0gMuTXo,BTS (방탄소년단) 'Hooligan' Official MV,HYBE LABELS,Music,2026-04-07T15:00:00Z,00:04:04,15633319,2338504,132616
5,AjFk1cY265I,Digital Circus Ep 9 Finale [TRAILER],GLITCH,Film & Animation,2026-04-10T16:29:45Z,00:01:10,10368419,1075203,84819
6,uPDNeHSXdqc,GCS 2026 春季例行賽W7D1－2026/04/10《Garena 傳說對決》,Garena 傳說對決,Gaming,2026-04-10T13:34:14Z,06:39:40,220413,1110,79
7,ZLldhJXp7iw,Jay Chou 周杰倫【Aegean Sea 愛琴海】Official Music Video,周杰倫 Jay Chou,Music,2026-04-06T04:00:03Z,00:03:37,4032446,17467,1604
8,oSeqs_xeqv4,A Marvel Television Special Presentation: The Punisher: One Last Kill | Official Trailer,Marvel Entertainment,Entertainment,2026-04-09T16:00:01Z,00:01:42,3966847,167031,6658
9,HoC4hJaZa7k,ROBLOX 安靜或死亡！一發出聲音就被盲人殺手追殺！我能活下來嗎?!【Quiet or Die - 有感筆電】,有感筆電 Daptoper,Gaming,2026-04-10T12:52:52Z,00:13:44,123030,5180,685
10,k2X6HaZKO2Y,两三句 (趁着灯火不算清晰),宋佳野 - Topic,Music,2026-04-07T14:04:24Z,00:03:40,96831,341,0
