Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,V1Lr-_AxeR8,LE SSERAFIM (르세라핌) 'BOOMPALA' OFFICIAL MV,HYBE LABELS,Music,2026-05-22T03:58:06Z,00:03:29,7127999,351012,20607
2,sosJyyjUL6I,「名偵探柯南 高速公路的墮天使」中文電影預告,Anime & Movie 普威爾,Film & Animation,2026-05-21T07:24:58Z,00:01:58,92030,2205,119
3,YabNmvRGbhw,[中文] DNS vs GEN | BRO vs T1 | 2026 LCK,LCK-Carry,Gaming,2026-05-24T12:20:02Z,04:48:25,466509,1593,22
4,gMxAUI35O-g,glass,Gareth.T - Topic,Music,2026-05-19T10:00:48Z,00:03:06,928529,20224,308
5,HI1dhd2ATdM,【太空超人】終極版預告 - 6月3日（週三）宇宙同行,Sony Pictures 索尼影業,Entertainment,2026-05-21T04:00:09Z,00:01:58,85969,746,170
6,EY6-RpIuqmc,APL 2026 外卡賽D4－2026/05/24《Garena傳說對決》,Garena 傳說對決,Gaming,2026-05-24T15:43:56Z,07:44:05,164445,584,27
7,tkwD6DLp62k,玖壹壹(Nine one one) 洋蔥 Onion - 我甘願重新愛過 Feat.狗柏 官方MV首播,玖壹壹,Music,2026-05-20T09:20:06Z,00:04:26,247132,6686,324
8,N_gdlK4I3Bg,Btth Trailer 202 | Btth New Preview | Btth Latest Trailer 202 | 斗破苍穹201 | Btth Terbaru 202Spoiler,Heaven yard Exp,Film & Animation,2026-05-23T10:03:16Z,00:00:34,50500,894,16
9,4iKnoV_pQgU,【有感筆電】Roblox版的貓咪大戰爭！放可愛的noob菜鳥士兵去打城堡！ 我花多少R幣，可以抽到超稀有的角色??【戰鬥磚塊 The Battle Bricks】,有感筆電 Daptoper,Gaming,2026-05-22T11:30:30Z,00:20:07,307373,9248,994
10,PJyFND4-zR4,Jay Chou 周杰倫【Aurora in July 七月的極光】Official Music Video,周杰倫 Jay Chou,Music,2026-05-20T04:00:04Z,00:03:10,2067994,11468,1015
11,LRtBJgMEFCM,這女玩家爆料了機長黃瓜的瓜 （超級勁爆）/ Roblox 競爭者 【HacqR游戲頻道】,HacqR 游戏频道,Gaming,2026-05-23T12:28:55Z,00:19:00,135759,4941,2606
12,XiRv3heIaXo,字字句句 (R&B),Lune音 - Topic,Music,2026-05-17T00:56:33Z,00:03:44,74834,97,0
13,aMf40xeEE-o,【偷走腦腐】薩米要退出偷腦紅了？Sammy最後一次管理員濫用！【Steal a Brainrot】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-05-24T10:51:46Z,00:10:29,106426,2034,1071
14,1jKnI_ib8c8,ITZY “Motto” M/V,JYP Entertainment,Music,2026-05-18T09:00:00Z,00:03:19,8678653,299446,29709
15,IpnUx4SGSH4,我禁止在縮小躲貓貓裡被抓到！,小妞,Gaming,2026-05-23T09:00:19Z,00:12:01,60478,2962,77
16,Gy32XOFT2ww,BOOMPALA,LE SSERAFIM - Topic,Music,2026-05-22T04:00:12Z,00:02:57,1012277,37333,935
17,uqJb0TnBzIQ,[中文] MVK vs CFO | LCP 2026 Split 2 Knockout Stage Week 1 Day 1,LoLEsportsTW ,Gaming,2026-05-23T14:12:34Z,05:37:20,113656,309,13
18,GeLTLpaxGkA,理想混蛋 Bestards【總有一工 tsóng ū tsi̍t kang】Official Music Video,理想混蛋 Bestards,Music,2026-05-20T12:00:06Z,00:04:22,513270,5440,176
19,iU9jxlmMXv0,【傳說對決】2026台北城市賽🔥排位嘴砲仔竟然在對面？君子報仇十年不晚 場上較勁分個高下 這次是真男人的對決【小珉】,MING小珉 中路教科書,Gaming,2026-05-24T07:09:50Z,00:13:06,44761,900,65
20,xLAPpTflZmk,aespa 에스파 'WDA (Whole Different Animal) (Feat. G-DRAGON)' Performance Video,aespa,Music,2026-05-23T09:00:03Z,00:02:38,635142,57600,1437
21,Vx7eiycSDpk,【DE JuN】我買新車了！！！（絕對不是forza horizon 6）地平線６,DE JuN,Entertainment,2026-05-22T06:36:50Z,00:22:48,254214,5311,211
22,sj_ihME1l2E,"菲道尔 Firdhaus - 你好, 就足矣 (Official Music Video)",菲道尔 Firdhaus,Music,2026-05-20T12:00:06Z,00:05:36,206425,4836,270
23,rTHpfcQuog0,【LCK】BRO vs T1 Peyz致命藏夾抓住Teddy! Teddy扛越反殺打出優勢! BO3全場精華 | 2026 LCK,Cielo-聯盟精華,Gaming,2026-05-24T12:19:07Z,00:29:33,40219,333,34
24,Jxgbfc89hNI,아이오아이 (I.O.I) - 갑자기 (Suddenly) MV,Stone Music Entertainment,Music,2026-05-19T09:00:32Z,00:03:30,3108893,205432,9597
25,QIKeGbd6qhY,血鬼..凱特蜜娜全選了一遍！每把DPS都打最高，根本是刺客教科書！今年的Angelboy的操作值得拿一座MVP冠軍！【荒野亂鬥】,盛主播,Gaming,2026-05-23T03:47:48Z,00:17:37,98627,1598,77
26,B402rKl4bUg,Olivia Rodrigo - the cure (Official Music Video),OliviaRodrigoVEVO,Music,2026-05-22T04:00:06Z,00:05:15,6144246,515385,22978
