Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,x3eqqoZPV_E,BABYMONSTER - '춤 (CHOOM)' M/V,BABYMONSTER,Music,2026-05-04T09:21:33Z,00:03:25,18801706,863452,62206
2,ecbfKVwM508,【奧德賽】最新預告 - 17.07.26 全台戲院見,環球影片 官方頻道,Film & Animation,2026-05-05T05:09:27Z,00:02:26,113923,1944,208
3,AEaKCUAr3e0,Relove DCG 春季總冠軍 ｜GCS 2026 春季準決暨冠軍賽－2026/05/02《Garena 傳說對決》,Garena 傳說對決,Gaming,2026-05-02T15:27:42Z,10:14:21,615656,2877,464
4,kRpaqR5sbf0,CORTIS (코르티스) 'TNT' Official MV,HYBE LABELS,Music,2026-05-04T08:58:06Z,00:03:04,2822112,426873,24841
5,_859MXf3s4M,2026【惡靈古堡：爆發夜】前導預告 - 9月17日（週四） 從靈開始,Sony Pictures 索尼影業,Entertainment,2026-05-01T10:00:58Z,00:01:52,165491,2754,627
6,NTEh8MX3pHg,[中文] DNS vs BRO | HLE vs T1 | 2026 LCK,LCK-Carry,Gaming,2026-05-01T13:37:25Z,05:48:02,683764,2403,70
7,SCySL2FKuCc,Blue Lips,CORTIS - Topic,Music,2026-05-04T09:00:40Z,00:02:22,1096478,88319,4451
8,UY_Em4ow3Ok,【屍速列車】導演延尚昊再掀喪屍熱潮！【屍速禁區】Colony 角色版預告 2026.5.22(五)全台戲院震撼上映,GaragePlay 車庫娛樂,Film & Animation,2026-05-05T10:10:31Z,00:00:33,2984,66,1
9,uKfWL6S6Ufg,【Road to EWC】T1 vs BRO 巴德本人Keria終極盛宴! T1全員操作無限戰鬥爽! BO3全場精華 | Road to EWC 26: Korea,Cielo-聯盟精華,Gaming,2026-05-04T14:30:53Z,00:31:06,84348,971,131
10,YBGMYSSYLZs,【MV首播】陳淑萍 vs 沈建豪 - 前世我欠你 (官方完整版MV) HD【三立八點檔『 百味人生』金曲片頭】,豪記唱片 HCM Music,Music,2026-05-05T02:00:06Z,00:05:14,25264,1026,85
11,gK3UrCKQg_I,【Sirenia海牛 】DCG VS FW 究竟是DCG能拿下隊伍第一冠?還是FW繼續連霸成為四冠王!,Sirenia海牛,Gaming,2026-05-02T15:13:34Z,09:39:45,190092,1248,8
12,OojyLAt_F6Q,林俊杰 - 她说『等不到天黑 烟火不会太完美；回忆烧成灰 还是等不到结尾』【动态歌词MV/Lyrics】,Romance Season,People & Blogs,2026-04-28T09:00:26Z,00:05:21,106355,71,1
13,4ayWmVM9DSM,【Stanley】中路超硬狗頭王383魔防！大法陣徹底絕望！正臉硬扛好運姊大招不掉血？大魔王一人追著四人跑！三棒敲死無法處理！又硬又控傷害還高！邊跳舞邊扭招心態打擊！觀眾竟要胖叔叔不要再出狗頭精華！？,Stanley 史丹利,Gaming,2026-05-05T09:30:03Z,00:10:17,83058,1465,49
14,5DXqEa-7-Wg,かぐや (cv. 夏吉ゆうこ) & 月見ヤチヨ (cv. 早見沙織) - ray 超かぐや姫！Version / THE FIRST TAKE,THE FIRST TAKE,Music,2026-05-01T13:00:06Z,00:05:56,2879761,199073,5360
15,F8G2inLdNw8,Minecraft 被突襲的村莊，用大量陷阱包圍防守會發生什麼事？,阿斯asu,Gaming,2026-05-03T09:00:15Z,00:21:12,122755,3088,104
16,-SEKt_0pdHM,NMIXX(엔믹스) “Crescendo” M/V,JYP Entertainment,Music,2026-04-28T09:00:01Z,00:02:46,2796232,223284,11141
17,oVT3y5p4Z0U,尼克星｜進擊的巨人聯動傳說第一天…我直接崩潰變艾連｜傳說對決｜,尼克星拳擊,Gaming,2026-05-04T09:01:06Z,00:14:04,65629,947,161
18,z0QdBX4WAIU, icyball 冰球樂團 - 能不能和我留在台北（陪我幾天） (Official Live Music Video),icyball 冰球樂團,Music,2026-05-03T15:55:00Z,00:04:18,39581,1878,107
19,8ml9PDdrG-0,我回到了1997年，一個充滿超自然事件的村子。爸媽居然留我一人在家！【Roblox 草莓郡 Mulberry County - 有感筆電】,有感筆電 Daptoper,Gaming,2026-05-01T10:00:20Z,00:33:07,305709,12047,790
20,mcJB9H0Nvbc,A-Lin《繞路 Detour》Official Music Video,A-Lin官方專屬頻道,Music,2026-04-29T12:01:33Z,00:04:53,1273684,5364,229
21,WZrMTzRBaNk,我Ban掉了競爭者的外掛.. [Rivals],水桶 Bucket,Gaming,2026-05-03T08:00:37Z,00:09:08,93584,3193,484
22,LzZyFX7Dlg4,我講台語 Dwagie Feat.Leo王/KE柯蕭/鍾綺Bell/DJ Mr.Gin/阿跨面,人人有功練,Entertainment,2026-05-02T15:01:07Z,00:07:13,77134,5890,443
23,ct1CgCtipAo,【偷走腦腐】開箱官方盲盒！竟然有機會可以獲得1000美元的腦腐？【Steal a Brainrot】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-05-05T10:45:17Z,00:13:20,64331,1436,129
24,AefjWPaq3C4,GRASSHOPPER THREE IN LOVE 草蜢演唱會2026 尾場嘉賓｜郭富城 - 失戀／唱這歌,寰亞音樂 Media Asia Music Official Channel,Music,2026-05-04T10:21:19Z,00:16:06,376990,6538,373
25,xJP6-AtDOyQ,遇上爆音激動女玩家! 講話比尼克星還大聲!?  對放火首次玩傳說對決 有什麼看法?｜傳說對決｜尼克星直播精華剪輯｜,寶寶W尼克星,Gaming,2026-05-05T09:00:00Z,00:14:17,37397,599,171
26,NffeFmn0vvQ,tuki. 『ひゅるりらぱっぱ』1st Live at NIPPON BUDOKAN,tuki.(17),Music,2026-05-04T12:00:18Z,00:03:29,189482,14968,546
27,K9wQlTzlII0,[中文] SHG vs DFM | CFO vs TSW | LCP 2026 Split 2 Regular Season Week 5 Day 2,LoLEsportsTW ,Gaming,2026-05-03T15:41:05Z,07:01:59,138931,345,9
28,G8Irnwun0qc,月亮惹的禍,Guan Yin - Topic,Music,2026-04-29T01:30:01Z,00:08:49,46252,106,0
29,CluJJQ66LIE,《崩坏：星穹铁道》「2026星铁奇妙夜」线上音乐演出,崩壞: 星穹鐵道,Entertainment,2026-05-03T11:55:15Z,00:51:49,142092,8896,547
30,cR81G_JNs_E,陳勢安 Andrew Tan - 我墜落你自由 Falling For Your Freedom Official MV,陳勢安 Andrew Tan,Music,2026-04-28T12:01:10Z,00:03:48,524908,2932,100
31,qf9VMKv2kPc,你可以只用「一般系招式」全破《火紅版》嗎?,遊戲皮卡嚕 PikaLu,Gaming,2026-05-03T07:53:33Z,01:05:49,106301,1448,182
32,XDzGoMtSqZA,It's Me,ILLIT - Topic,Music,2026-04-30T09:00:44Z,00:02:19,3235796,66675,1189
33,DiG3PyUTpHs,他到底是強到爆炸..還是開了外掛！淘汰賽14殺，一起上也沒人打得過他！遙遠的橋再度遇到外掛，他甚至還是我剛才的隊友！【荒野亂鬥】,盛主播,Gaming,2026-05-04T09:00:17Z,00:11:12,68372,1383,52
34,ua0M2wzPcT0,You Keep Me Here,hrtz.wav - Topic,Music,2026-05-02T09:03:21Z,00:03:44,237895,3566,142
35,eR9sQAGxqmE,ROBLOX 踢飛幸運方塊！,Yuan2020,Gaming,2026-05-01T08:41:54Z,00:09:07,202605,4921,136
36,CzGUP_rQARo,Angel's Touch,艾薇 Ivy - Topic,Music,2026-04-30T10:02:17Z,00:03:29,38443,267,1
37,14uFe9AZOkE,24小时极限交易！BFX为何非要卖他？详解Diable转会幕后，BFX和NS下路互换谁是赢家【联盟那些事儿】,LOL丶诺诺,Gaming,2026-05-05T08:00:04Z,00:14:03,52270,502,174
38,JI-AmDkWriQ,今夜又擱想起你,Rong Tian Fu - Topic,Music,2026-04-30T02:45:58Z,00:04:26,31595,214,0
39,qSVO5NRv0b8,T1 vs BRO 瘋狂馬戲團！Doran刀妹與Keria青鋼影亂秀！雙方25分鐘打出57顆頭！Game 2 | 2026 EWC預選賽,呆梦demo官方频道,Gaming,2026-05-04T14:31:05Z,00:11:18,73080,570,178
40,iTN61KGaUZA,My Favorite Part,So Soo Bin - Topic,Music,2026-05-01T09:00:59Z,00:02:43,543246,7014,309
41,ljP25kxjqkY,【魚丸觀賽】EWC 韓國預選賽 T1 vs BRO｜Keria 繳出 MVP 表現！只有 Peyz 受傷的世界？Doran 掏出伊瑞莉雅殺瘋了！ #EWC2026,魚丸Yuwan,Gaming,2026-05-05T04:01:00Z,00:23:05,57516,586,85
42,9GUjMwoZJUg,心如止水,Ice Paper - Topic,Music,2026-04-30T02:47:53Z,00:03:06,40106,191,0
43,6Yj85IVyq3k,【館長直播完整版】2026/05/04/週一  @_@恐怖遊戲~  用網軍K醫護 又一個前民眾黨我靠!!!!,館長惡名昭彰,Gaming,2026-05-04T17:13:41Z,03:45:55,71014,3442,124
44,oN7_ovjOQW8,Run Wild（向风而野）,金色火种GoldenFire - Topic,Music,2026-04-30T05:40:50Z,00:03:29,25333,439,4
45,Q6w2U0zN044,格鬥遊戲之神讓無數玩家感動落淚！神對王的獸道對決改寫歷史？背水逆轉劇背後的男人【Daigo Umehara 梅原大吾】的傳奇故事,GamerSecret 玩家機密,Gaming,2026-05-04T11:00:45Z,00:20:06,65726,1881,291
46,sw1YLrdaUnA,"Seungmin ""급류(Into The Current)"" | [Stray Kids : SKZ-RECORD]",Stray Kids,Music,2026-05-01T14:59:57Z,00:04:40,879227,180456,11898
47,Km4ccJMur9M,【蹦蹦頭】挑戰把森林裡所有的樹砍掉！使用管理員的權限！小鹿看到都要哭了！【99 Nights in the Forest】,蹦蹦頭,Gaming,2026-05-05T10:00:35Z,00:17:05,31831,1123,123
48,KtE4OsyXyl0,許富凱 Fu Kai Hsu〈尪仔物 Always Yours〉Official Music Video,許富凱官方專屬頻道 Henry Hsu Offical Channel,Music,2026-05-04T12:00:16Z,00:04:33,35899,526,38
49,qaOFFW-q1Xo,成為吉娃娃對麥克風大力狗叫對戰，日本近期話題的遊戲『汪汪狗叫戰鬥模擬器 Bow-wow Battle』,阿斯,Gaming,2026-05-04T09:00:00Z,00:18:54,48809,2070,106
50,mzV32749X6A,Shape of a Woman,Lady Gaga - Topic,Music,2026-04-30T10:01:26Z,00:03:30,1232188,33751,1004
