Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,naoGk-Zjc1s,BABYMONSTER - 'SUGAR HONEY ICE TEA' M/V,BABYMONSTER,Music,2026-06-07T15:00:06Z,00:03:07,21342470,825117,75115
2,q4X37dEr0bg,Monster Hunter Wilds: Ascendance - 宣傳預告片,capcomasia,Gaming,2026-06-05T23:17:53Z,00:01:59,79621,1908,549
3,_7LQJjL4ryI,【傳說超神盃】6/9 星星幫傳說戰隊 vs 0322要拚要猛 BO3 ｜今天決定能不能進四強!!,尼克星拳擊,Entertainment,2026-06-09T15:59:48Z,03:53:25,126081,904,54
4,zGsj0fDHB_s,BOYNEXTDOOR (보이넥스트도어) 'VIRAL' Official MV,HYBE LABELS,Music,2026-06-08T08:59:06Z,00:03:29,3926809,133418,16207
5,UKJL7JfIvNg,End of the Line | Shion Hero Trailer | Overwatch,PlayOverwatch,Gaming,2026-06-09T16:00:06Z,00:04:01,756216,54890,4454
6,AxKtVcMNpzY,Nintendo Direct 2026.6.9,Nintendo 公式チャンネル,Gaming,2026-06-09T15:03:07Z,00:55:08,5975769,128982,0
7,_cTAlxWtmS4,陳華Hua Chen【如果我很平庸Perfectly Ordinary】Official MV,陳華HuaChen,Music,2026-06-05T12:00:06Z,00:04:17,316562,5983,379
8,LPRhCLFiih8,《劍星：血雨》又被DEI盯上！抹黑的手法都和上次一模一樣,第九頻道,Gaming,2026-06-07T08:23:58Z,00:12:11,95782,3179,1004
9,1AGn7j-nH9k,[中文] KT vs DK | 2026 LCK Road to MSI: Round 2,LCK-Carry,Gaming,2026-06-07T13:33:06Z,05:46:16,488593,1512,49
10,PVzSI9PpkXc,마마무(MAMAMOO) '4 Flowers' MV,MAMAMOO,Music,2026-06-04T09:00:22Z,00:03:23,5792949,151601,11089
11,jPPo-Dm3Vm0,『Wo Long 2: Wings of Ember』（臥龍2：鳳火連天）發布預告片,Koei Tecmo Taiwan 臺灣光榮特庫摩,Gaming,2026-06-07T18:48:35Z,00:01:25,39099,621,158
12,4iOH81GDVKw,Minecraft 死的是別人！血量和背包『全都在其他人身上』的心結生存【方塊boy】,方塊boy,Gaming,2026-06-08T10:00:06Z,01:10:59,151680,5468,228
13,lC8XSEDIfTA,过客 (R&B COVER),夜舟 Night Boat - Topic,Music,2026-06-03T10:04:11Z,00:04:44,194046,446,0
