Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,83C3TZ4Zm_o,aespa 에스파 'LEMONADE' MV,SMTOWN,Music,2026-05-29T04:00:16Z,00:03:12,11533983,497210,29609
2,md6rhLgaXsg,【揭密日】終極預告 - 06.10.26 戲院見,環球影片 官方頻道,Film & Animation,2026-05-29T04:06:17Z,00:02:39,33360,543,106
3,NGpjr59biN0,[中文] KT vs DNS | BFX vs T1 | 2026 LCK,LCK-Carry,Gaming,2026-05-30T12:37:08Z,05:06:38,474626,2044,42
4,SlQR9iu09bQ,SON TUNG M-TP x TYGA | COME MY WAY | OFFICIAL MUSIC VIDEO,Sơn Tùng M-TP Official,Music,2026-05-28T13:00:06Z,00:04:18,17696275,1100276,147985
5,9Eoo_xrNXEM,《現代戰爭4》| 發布預告片,《決勝時刻》繁體中文,Gaming,2026-05-28T16:19:17Z,00:02:47,49658,1245,303
6,bxZE0WnIZIQ,ROBLOX 餐廳大亨3！我花了100天打造出 最賺錢的台灣料理店！連 iShowSpeed 都來看我的培根頭女僕！【Restaurant Tycoon 3 - 有感筆電】,有感筆電 Daptoper,Gaming,2026-05-29T11:22:55Z,00:25:48,273144,9800,697
7,LBhcqYqeu0U,LEMONADE,aespa - Topic,Music,2026-05-29T04:02:48Z,00:03:07,1422701,36469,867
8,PBQuY-ry1GQ,Btth Trailer 203 | Btth New Preview | Btth Latest Trailer 203 | 斗破苍穹203 | Btth Terbaru 203Spoiler,Heaven yard Exp,Film & Animation,2026-05-30T10:17:26Z,00:00:36,31229,519,14
9,7LoWNkJVbww,我不應該玩這款怪怪的遊戲...【Dark Pals: The 1st Floor】,Yuan2020,Gaming,2026-05-29T09:33:20Z,00:37:21,181014,1450,130
10,Vfryu4DeWrc,還是會想念,BK - Topic,Music,2026-05-28T16:00:37Z,00:04:04,77502,1358,105
11,c88D6ypvLZo,我訓練野獸先生老婆 VS 我兒子 (Rivals 競爭者),SlingshotBwai 彈弓男孩,Gaming,2026-05-30T10:42:32Z,00:17:07,127510,3133,1241
12,7CUz7Ec7cWc,hate that i made you love me,Ariana Grande - Topic,Music,2026-05-29T04:01:20Z,00:03:18,2019754,98176,2987
13,RE2_-_vLH94,Minecraft 危險！能馴服最強大型恐龍的生存，別太靠近攻擊性極強的暴龍,阿斯asu,Gaming,2026-05-29T09:00:32Z,00:24:01,141581,2998,93
14,hOIY3OhvD94,CORTIS (코르티스) 'Blue Lips' Official MV,HYBE LABELS,Music,2026-05-30T14:58:06Z,00:02:50,1194414,283036,21501
15,gyhA6Gye9bA,【DE JuN】多人恐怖攻堅！特種部隊遭到不死生物的追殺！NO BACKUP,DE JuN,Entertainment,2026-05-30T04:00:38Z,00:42:58,107961,2718,97
16,f6aYUpkNbkA,Marz23【觀自在 Avalokiteśvara】Official Music Video,Marz23,Music,2026-05-26T13:00:06Z,00:03:52,168300,3407,213
