Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,U6BDbXIah-Y,CORTIS (코르티스) 'REDRED' Official MV,HYBE LABELS,Music,2026-04-20T08:58:06Z,00:03:29,4838252,665008,53003
2,BMBhxRmyQ-o,《復仇者聯盟5》超機密隱藏預告 一般人都看不到!  末日博士終於正臉現身! 一次整理CinemaCon所有漫威大揭露 | 超粒方 | Avengers: Doomsday,超粒方,Film & Animation,2026-04-23T04:00:06Z,00:12:54,119306,2634,103
3,H2jKFJ_k-bI,[中文] KT vs KRX | HLE vs NS | 2026 LCK,LCK-Carry,Gaming,2026-04-22T13:19:56Z,05:40:57,324022,1040,16
4,P-v1Eyuo2Vo,DONGHAE ‘해 떴네’ MV,SUPER JUNIOR-D&E,Entertainment,2026-04-20T09:00:36Z,00:03:12,316281,21875,2494
5,gRZlaEbhbqs,NMIXX(엔믹스) “Heavy Serenade” Trailer,JYP Entertainment,Music,2026-04-21T13:00:01Z,00:02:26,366601,46018,2956
6,TBFRXQ0fX8I,我課金花了超多R幣...結果在ROBLOX裡建造出世界上最高的滑水道！？【Roblox 機械方塊】,Yuan2020,Gaming,2026-04-23T08:00:24Z,00:08:45,48772,2785,74
7,0xlmPglHEqQ,张远 - 嘉宾『至少我还能够成为那个 见证你们爱情的嘉宾；遇见你的他真的好幸运 但愿他会比我更爱你』【动态歌词MV/Lyrics】,Romance Season,People & Blogs,2026-04-17T09:00:05Z,00:05:34,233091,144,4
8,cKbEGColaaY,【泥面人】前導預告，今年10月大銀幕鉅獻,華納兄弟台灣,Film & Animation,2026-04-22T19:00:38Z,00:01:02,17697,338,103
9,Go9o2PmOg4U,Capcom新作因女兒設計太可愛而在歐美大炎上！Twitch活動Uohh表情包被玩家質疑大玩酪梨梗？卡普空全新原創IP【Pragmata 人機迷網】的爭議事件,GamerSecret 玩家機密,Gaming,2026-04-22T11:11:35Z,00:14:41,127014,3578,1254
10,5sOgJQ3N03Q,REDRED,CORTIS - Topic,Music,2026-04-20T09:00:18Z,00:02:44,1553557,88039,4258
11,hruUfVftFSE,《超能路人甲》| 正式前導預告 | Netflix,Netflix Taiwan,Entertainment,2026-04-23T00:00:01Z,00:01:26,29624,555,45
12,OI0KlzUWKSo,【造型公道伯】十週年大禮🔥史上第一次永恆稀世抽獎造型免費送 最頂五選一造型卡全玩家都能拿 如何快速破完任務 回歸玩家輕鬆解 葉娜九霄神輝 艾瑞仙靈幻響 莫拉鳴劍曳影 堇命運之淵 勇騰龍萬象【小珉】,MING小珉 中路教科書,Gaming,2026-04-22T12:25:54Z,00:13:39,72631,1380,732
13,-KIrlLYTh2w,陪你到這,陳華 - Topic,Music,2026-04-16T10:02:03Z,00:03:53,228938,2229,65
14,vR-RQWBeraY,【快打旋風】精彩預告 - 10月16日 全台戲院見,派拉蒙影片 官方頻道,Film & Animation,2026-04-16T13:29:55Z,00:02:48,173355,2349,904
15,muFyLASiRP0,【Stanley】普攻爆擊流AD時鐘爆打陸服鑽石場！兩條命跑超快還附帶控制技！完美戰積傷害肯定最高對吧..嗎？再次證明了史丹利上路必勝守則！誓言成為「越戳越強型上單」！,Stanley 史丹利,Gaming,2026-04-22T09:30:34Z,00:11:00,78963,1820,93
