Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,gMxAUI35O-g,glass,Gareth.T - Topic,Music,2026-05-19T10:00:48Z,00:03:06,471123,16530,304
2,sosJyyjUL6I,「名偵探柯南 高速公路的墮天使」中文電影預告,Anime & Movie 普威爾,Film & Animation,2026-05-21T07:24:58Z,00:01:58,16002,577,46
3,E95aDmhil-4,[中文] T1 vs KRX | NS vs KT | 2026 LCK,LCK-Carry,Gaming,2026-05-20T14:02:11Z,06:10:03,508453,1720,15
4,PJyFND4-zR4,Jay Chou 周杰倫【Aurora in July 七月的極光】Official Music Video,周杰倫 Jay Chou,Music,2026-05-20T04:00:04Z,00:03:10,1930293,9345,914
5,HI1dhd2ATdM,【太空超人】終極版預告 - 6月3日（週三）宇宙同行,Sony Pictures 索尼影業,Entertainment,2026-05-21T04:00:09Z,00:01:58,22135,414,99
6,VpFjFoTUaT4,Minecraft 1萬格範圍，無法溝通『共享血量和背包』想辦法全員集合【方塊boy】,方塊boy,Gaming,2026-05-19T10:00:06Z,00:44:23,164384,7690,342
7,1jKnI_ib8c8,ITZY “Motto” M/V,JYP Entertainment,Music,2026-05-18T09:00:00Z,00:03:19,6075185,273014,25870
8,cBvsXRZLkjE,《黑袍 5》大结局预告：死亡名单早就明牌了！,矛盾局,Film & Animation,2026-05-19T09:19:57Z,00:06:25,18362,216,33
9,029ZeMksz6o,媽媽 VS 女兒｜連勝第一名訓練老婆 (Rivals 競爭者),SlingshotBwai 中文頻道,Gaming,2026-05-18T11:37:28Z,00:16:28,185159,3626,1545
10,tkwD6DLp62k,玖壹壹(Nine one one) 洋蔥 Onion - 我甘願重新愛過 Feat.狗柏 官方MV首播,玖壹壹,Music,2026-05-20T09:20:06Z,00:04:26,113151,4530,240
11,DAvKXfFEBeo,【屍速列車】導演十年喪屍宇宙集大成【屍速禁區】終極預告 2026.5.22 全台戲院震撼上映,GaragePlay 車庫娛樂,Film & Animation,2026-05-19T09:08:30Z,00:00:39,60475,152,4
12,hHhop1rFp-Q,【Stanley】極致回血流AP趙信打野登場！兩件裝零損血單吃巴龍！一個打四個瘋狂回血誰扛得住？魔攻三件套續戰力直接拉滿！設計師教你玩遊戲！這遊戲不是設計師研發的套路都別想玩！,Stanley 史丹利,Gaming,2026-05-20T09:30:20Z,00:15:17,104685,1876,82
13,anPw_n26nOo,Motto,ITZY - Topic,Music,2026-04-22T02:01:10Z,00:03:13,589113,15083,418
14,Vt7860xZFXk,HOPE - Official Teaser - In Theaters Fall 2026,NEON,Film & Animation,2026-05-18T01:00:31Z,00:01:39,2688429,74304,3141
15,_z-IN_cUQlM,【尊】你在狗叫什麼啦 ! ! ! ! ! !【第二頻道】,人生魯宅x尊-第2頻道,People & Blogs,2026-05-19T10:15:05Z,00:10:45,128757,5812,273
16,GeLTLpaxGkA,理想混蛋 Bestards【總有一工 tsóng ū tsi̍t kang】Official Music Video,理想混蛋 Bestards,Music,2026-05-20T12:00:06Z,00:04:22,161412,3146,130
17,G1VwZaBI4DA,《納達爾》| 正式預告 | Netflix,Netflix Taiwan,Entertainment,2026-05-19T15:00:00Z,00:02:41,17338,414,23
18,nWIEsgXZ_tc,鍵盤逃脫成為最快的男人！熱門療愈遊戲！【+1 Speed Keyboard Escape】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-05-19T10:14:12Z,00:15:34,141127,2232,175
19,Jxgbfc89hNI,아이오아이 (I.O.I) - 갑자기 (Suddenly) MV,Stone Music Entertainment,Music,2026-05-19T09:00:32Z,00:03:30,2114000,163719,8295
20,Gxy-IGeRlrg,【國運之戰預告】印象篇,國際橋牌社 Island Nation,Film & Animation,2026-05-21T03:26:59Z,00:00:51,8571,333,34
21,OtkwjqaRH8A,"我成為了有99,999km/s超速度的英雄！但！我可以比子彈更快嗎?!【Roblox SuperFLASH - 有感筆電】",有感筆電 Daptoper,Gaming,2026-05-18T12:29:04Z,00:12:37,179777,7298,472
22,sj_ihME1l2E,"菲道尔 Firdhaus - 你好, 就足矣 (Official Music Video)",菲道尔 Firdhaus,Music,2026-05-20T12:00:06Z,00:05:36,90440,3401,220
23,c2PekNF9vdI,【深海迷航２】海底全是怪物…我們４位YTer⭐受困第１天【直接被狩獵😂哭了】結果...隊友居然把我…！？(超氣😂😂😂)【Ｄａｙ１生存報告】,阿神,Gaming,2026-05-19T10:00:21Z,00:47:32,159930,10332,275
24,XjrgISh9Qv0,想見你想見你想見你 (Miss You 3000) Covered by IVE LEESEO,IVE,Entertainment,2026-05-18T10:00:22Z,00:04:04,313294,33480,2001
25,yq9KbcDnEVw,Minecraft 無限蔓延！在只有『空中終界遺跡』世界生存超級恐怖資源又少,阿斯asu,Gaming,2026-05-20T09:01:06Z,00:17:01,90933,2781,71
26,Njag_7QSamk,你沒等我去的舊金山 (Acoustic),派偉俊 - Topic,Music,2026-05-14T16:17:02Z,00:03:58,105653,631,0
27,uqOj6rbFyPM,【LCK】T1 vs KRX Willer警官鎖頭Peyz駕車逃逸! 多蘭捨命衝溫泉餵太子吃Penta! BO3全場精華 | 2026 LCK,Cielo-聯盟精華,Gaming,2026-05-20T11:11:44Z,00:42:10,55624,438,54
28,pB3W-k0kQ8U,TAEYANG - ‘LIVE FAST DIE SLOW’ M/V,THEBLACKLABEL,Music,2026-05-18T09:00:06Z,00:03:27,4327025,N/A,5099
29,-W7MgYK6i0A,利用各種BUG來惡搞師傅SlingshotBwai ! 😂 我成功驚喜到他了!  Ft @SlingshotBwai中文頻道 / 競爭者【HacqR 游戲頻道】,HacqR 游戏频道,Gaming,2026-05-18T10:11:49Z,00:11:09,126262,2286,244
30,1gMfIl-zhhE,【MV首播】葉諾帆 vs 陳淑萍 - 愛你袂孤單 (官方完整版MV) HD【三立『 戲說台灣』片尾曲】,豪記唱片 HCM Music,Music,2026-05-19T02:00:06Z,00:04:07,42597,1110,62
31,dBokYIGNn4E,我們蓋出97%人做不到的建築！,小妞,Gaming,2026-05-20T09:00:40Z,00:12:29,43625,1960,319
32,K2xgiais0U4,派偉俊 Patrick Brasca & 陳華 Hua Chen - 你沒等我去的舊金山（Acoustic）,派偉俊 Patrick Brasca,Music,2026-05-15T12:00:06Z,00:03:58,203494,3848,90
33,uefVRKuU3HU,【天堂經典版_火神服】驚天地泣鬼神!!!超狂520快樂!!當場三響炮+8 +9日本 +10武刀!!歐洲哲沒有極限  #夜市 #生活 #旅遊 #天堂 #Lineage #火神伺服器 #千萬課長 #리니지,哲哲爸,Gaming,2026-05-20T14:12:00Z,03:23:49,59634,1313,67
34,vz0G2xepJws,PIZZALI【每天情人節】Official Lyrics Video,PIZZALI,Music,2026-05-20T05:14:06Z,00:03:10,27068,2484,1831
35,BB7vYx4vEs8,傳說對決 |選到這隻永遠最頂的戰績最烙賽的結局😡關老爺快救救超人吧..| Sirenia 海牛 |超人,Sirenia海牛,Gaming,2026-05-21T10:40:40Z,00:09:32,39347,756,43
36,7QGRDC7ngpE,ZEROBASEONE (제로베이스원) 'TOP 5' MV,ZEROBASEONE,Entertainment,2026-05-17T15:00:00Z,00:02:32,17281420,150829,18839
