Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,naoGk-Zjc1s,BABYMONSTER - 'SUGAR HONEY ICE TEA' M/V,BABYMONSTER,Music,2026-06-07T15:00:06Z,00:03:07,7048687,565178,60978
2,q4X37dEr0bg,Monster Hunter Wilds: Ascendance - 宣傳預告片,capcomasia,Gaming,2026-06-05T23:17:53Z,00:01:59,75385,1865,544
3,1AGn7j-nH9k,[中文] KT vs DK | 2026 LCK Road to MSI: Round 2,LCK-Carry,Gaming,2026-06-07T13:33:06Z,05:46:16,473021,1467,31
4,PVzSI9PpkXc,마마무(MAMAMOO) '4 Flowers' MV,MAMAMOO,Music,2026-06-04T09:00:22Z,00:03:23,4287487,139704,10468
5,4aVoaSixc0E,Stellar Blade: Blood Rain - Official Reveal Trailer | IGN Summer of Gaming,IGN,Gaming,2026-06-05T22:50:38Z,00:03:31,1103217,62110,6192
6,QFJ67-ZifLQ,【有感筆電】我下載了暗網版本的 Roblox 遊戲.. 千萬不要來玩！【Flood Escape V1.7 全破】,有感筆電 Daptoper,Gaming,2026-06-05T11:15:08Z,00:27:49,327330,10205,832
7,7K9jXD9TV6c,如果我很平庸,陳華 - Topic,Music,2026-06-04T10:00:08Z,00:04:06,142741,1773,48
8,At9te6Z3q1U,『進擊的巨人３』遊戲預告影片,Koei Tecmo Taiwan 臺灣光榮特庫摩,Gaming,2026-06-05T22:36:26Z,00:01:36,23222,762,72
9,jaBiyC6OmRg,【傳說超神盃】6/5 星星幫傳說戰隊 vs 歷代最強HKA BO3 ｜贏了直接進四強,尼克星拳擊,Entertainment,2026-06-05T14:39:53Z,02:09:51,139227,1194,138
10,lC8XSEDIfTA,过客 (R&B COVER),夜舟 Night Boat - Topic,Music,2026-06-03T10:04:11Z,00:04:44,94131,237,0
11,hMCYcXzGOnQ,又一波全新陸劇首發預告，一口氣看完10部！王鶴棣《鹹魚飛昇》一發布就突破千萬播放！檀健次超燃大將軍亮相！王楚然復仇賽道！吳謹言帶感爽劇！更有《唐詭》的升級版！,月亮說,People & Blogs,2026-06-06T13:16:34Z,00:14:26,27416,263,41
12,ePw3xdN7T7E,Minecraft 掉落現代軍火！所有『掉落物品隨機但是最強』生存，甚至出現遭遇強大怪物,阿斯asu,Gaming,2026-06-04T09:00:02Z,00:25:24,303071,4989,170
13,SzJXikN_4wA,"I Knew It, I Knew You",Taylor Swift - Topic,Music,2026-06-05T04:00:37Z,00:02:59,3619248,160739,8442
14,-J0_2eMtFQM,GUNDAM ROGUE ORBIT – Announcement Trailer,Bandai Namco Entertainment America,Entertainment,2026-06-05T21:40:53Z,00:02:06,491950,29408,3354
15,AY3ap8JHD7w,我花99天出售檸檬征服了全世界！超肝檸檬大亨遊戲！【Sell Lemons】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-06-05T10:50:07Z,00:23:11,141144,2425,182
16,83C3TZ4Zm_o,aespa 에스파 'LEMONADE' MV,SMTOWN,Music,2026-05-29T04:00:16Z,00:03:12,21215561,673075,37536
17,LPRhCLFiih8,《劍星：血雨》又被DEI盯上！抹黑的手法都和上次一模一樣,第九頻道,Gaming,2026-06-07T08:23:58Z,00:12:11,43586,1892,658
18,hZv9bI93jtg,我課金花費超多R幣..在ROBLOX超紓壓鍵盤逃脫！,Yuan2020,Gaming,2026-06-05T12:14:55Z,00:09:39,124003,3396,134
19,MknxZiflvdM,香烟与吻痕,Hogee - Topic,Music,2026-05-21T16:02:23Z,00:03:25,84951,1948,0
20,_wbl0-cstmQ,《女神異聞錄６》前導預告片,SEGAasia,Gaming,2026-06-07T18:18:01Z,00:01:19,8712,402,55
21,tkCWg8aJvfg,[中文] TSW vs DCG | LCP 2026 Split 2 Knockout Stage Grand Final,LoLEsportsTW ,Gaming,2026-06-07T13:05:39Z,04:36:33,97327,307,1
22,Zv6JKobJyFY,BTS (방탄소년단) 'Hooligan' Official Performance Video,HYBE LABELS,Music,2026-06-04T15:00:01Z,00:03:16,4648742,694931,25924
23,tKwH3pNFEbo,【超少女】終極預告，6月24日（週三）大銀幕鉅獻,華納兄弟台灣,Film & Animation,2026-06-03T16:05:08Z,00:02:11,65378,1228,394
24,EPqQGZP7iWw,【館長直播完整版】2026/06/07/週日  @__@鬼武者~ 到底是說謊的力量大還是事實?,館長惡名昭彰,Gaming,2026-06-07T16:12:15Z,04:06:55,95757,4633,389
25,an2jU_wAtCU,后来的我们｜R&B｜Later of Us,啊润-抖音Music - Topic,Music,2026-06-01T05:38:53Z,00:04:53,79701,240,1
26,HLMX2w3cwuE,God of War Laufey - Gameplay Reveal Trailer | PS5 Games,PlayStation,Gaming,2026-06-02T22:15:01Z,00:23:45,6668439,401717,29083
27,If3SOMfqPEs,【Stanley】刀鋒蒐集者超痛蠻王中路開剁！兩刀剁死伊澤貓和劫肚！以後請改叫蠻兩刀！這劫就是沒被教訓過才敢Ｗ上來！哭阿到底為什麼會一直不小心按到大招？？到底是鍵盤壞了還是手指太肥？,Stanley 史丹利,Gaming,2026-06-07T09:30:03Z,00:10:04,66272,1259,54
28,eSJxBd1WhV4,【MV首播】林姍 - 一生情願 (官方完整版MV) HD【三立八點檔『 百味人生』片頭曲】,豪記唱片 HCM Music,Music,2026-06-05T02:00:07Z,00:04:21,43046,1110,52
29,gKum7LqFi1s,Palworld 1.0 Cinematic Trailer,Pocketpair Palworld,Gaming,2026-06-05T22:36:36Z,00:01:48,550751,38325,3822
30,fD3Rbsx388s,Minecraft⚠️緊急更新【國外爆紅】後室Backroom電影版【麥塊版】！《後室の麥塊生存錄影帶》全樓層探索＋怪物！（一部 後室...麥塊電影）,阿神,Gaming,2026-06-05T12:08:59Z,00:55:10,128216,4754,155
31,7UUQDWDcovQ,"韋禮安 WeiBird - ""很久很久 A Little Longer"" Official Audio",韋禮安 WeiBird,Music,2026-06-01T16:00:11Z,00:04:03,192543,4322,179
32,Rsztt5qDj_A,"FALL 2: DEADPOINT (2026) Official Trailer - Harriet Slater, Arsema Thomas",Lionsgate Movies,Film & Animation,2026-06-04T15:00:06Z,00:01:20,3062075,35096,2370
33,V838Wemqe7w,【尊】這是一款只有0.1%人能通關的解謎遊戲 ! ? 玩了後才發現自己是智障...【第二頻道】,人生魯宅x尊-第2頻道,People & Blogs,2026-06-04T10:00:39Z,00:11:49,138306,4161,139
34,areb0uDi8mU,林佳辰SuMMeR - 'Love Me Again' Official Music Video,Ozone,Music,2026-06-05T11:58:06Z,00:03:48,35463,1714,271
35,NsUbanX2a-k,【冰原歷險記6：沸常危機】 前導預告 | 2027 年 2 月 大銀幕火熱登場,迪士尼影業,Film & Animation,2026-06-05T02:27:59Z,00:01:08,64490,1023,181
36,nJLJsPMqF8w,25年前難度逆天的真魂斗羅，隱藏黑暗劇情！,老孫聊遊戲,Gaming,2026-06-06T11:22:25Z,00:16:50,99102,2246,82
37,C4rg0_IAUVo,空位 (先说爱的人是你),承桓 - Topic,Music,2026-05-29T18:37:39Z,00:04:58,78278,254,0
38,wrdkAIreor4,Hearts2Hearts 하츠투하츠 Trailer : The LemonTang Syndrome,Hearts2Hearts,Music,2026-06-07T15:00:27Z,00:03:13,336403,68256,5946
39,1nC1yOpm90g,(FW NaiLiu) 6/5 看吧我就說了2.0 no要say拉~~,FW NaiLiu,Gaming,2026-06-05T20:02:11Z,05:39:37,91361,762,27
40,82-jTNka3uc,Ariana Grande - hate that i made you love me (official music video),ArianaGrandeVevo,Music,2026-06-01T15:00:06Z,00:05:01,13882792,869013,39781
41,NnzWKcl4pRg,傳說超神盃 六取四循環賽 DAY 4｜星星幫(尼克星) vs 歷代最強HKA(小霖)  到底誰會是這屆的爐主？答案馬上揭曉！【Gary蓋瑞】,Gary蓋瑞,Gaming,2026-06-05T14:12:09Z,02:59:02,67799,384,21
42,ttF4mMzKgEk,超好聽中文歌曲｜一個人的憂傷《你只是路過》Just Passing By｜深夜單曲循環！2026 必聽失戀情歌｜Fae Elowyn,Fae Elowyn ,Music,2026-06-03T03:45:32Z,00:04:39,24673,157,8
43,-wQabxMpgWM,大尾邊緣人網紅挑戰交朋友 第七話,多米多羅Domidolo,Gaming,2026-06-06T13:42:08Z,02:50:26,53835,974,34
44,w6M2ZwjFgAg,ปริญญาไก่ตี - เม้ก อภิสิทธิ์ Feat. บุ๊ค ศุภกาญจน์ [ Official Mv ] จอนนี่มิวสิค,จอนนี่มือปราบอินดี้ official,Music,2026-06-05T02:00:28Z,00:05:20,1279897,41029,2403
45,UJlE_wWvQqA,KT vs DK | 2026 LCK Road to MSI: Round 2,LCK Global,Gaming,2026-06-07T13:34:32Z,05:41:46,885733,3945,71
46,6SxtAskLd3E,LEMONADE,aespa - Topic,Music,2026-06-03T04:00:36Z,00:03:07,792301,8651,74
47,HzSxrjkxZr0,設計得非常噁心的新地圖「礦山 採礦區捷徑」！以前被廢棄的地圖？這個圖真的不是人跑的！｜跑跑卡丁車【爆哥Neal】,爆哥Neal,Gaming,2026-06-05T08:02:19Z,00:10:10,140678,1526,108
48,aHM2RKeMaeM,MEOVV(미야오) - ‘DDI RO RI’ M/V,THEBLACKLABEL,Music,2026-06-01T09:47:30Z,00:03:20,9661400,N/A,14493
49,_-XKvtVhOB4,最强爆瓜女玩家草莓醬人機化了.. 讓我來拯救他！/ Roblox Rivals 競爭者 【HacqR 黑客】,HacqR 黑客,Gaming,2026-06-07T09:55:06Z,00:14:58,44390,1895,983
50,QRSSyK8CgU0,MEOVV(미야오) - ‘띠로리 (DDI RO RI)’ PERFORMANCE VIDEO,MEOVV,Entertainment,2026-06-04T11:00:30Z,00:03:23,1227204,64122,2414
