Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,-SEKt_0pdHM,NMIXX(엔믹스) “Crescendo” M/V,JYP Entertainment,Music,2026-04-28T09:00:01Z,00:02:46,931105,127838,7154
2,BMBhxRmyQ-o,《復仇者聯盟5》超機密隱藏預告 一般人都看不到!  末日博士終於正臉現身! 一次整理CinemaCon所有漫威大揭露 | 超粒方 | Avengers: Doomsday,超粒方,Film & Animation,2026-04-23T04:00:06Z,00:12:54,359766,4799,151
3,jRJi-Z6DI74,[中文] T1 vs BFX | NS vs GEN | 2026 LCK,LCK-Carry,Gaming,2026-04-26T12:42:50Z,04:30:04,402624,1569,77
4,a7ziV-RjqBo,Jay Chou 周杰倫【Who Cares 誰稀罕】Official Music Video,周杰倫 Jay Chou,Music,2026-04-24T04:00:01Z,00:04:23,2327152,13276,1359
5,qb00PDb7eqM,Apex Legends: Overclocked Anthem Trailer,Apex Legends,Gaming,2026-04-28T15:00:06Z,00:01:58,527303,24121,1964
6,5qyUl00nxbU,我在ROBLOX裡對腦腐迷因惡作劇...結果！？,Yuan2020,Gaming,2026-04-26T01:00:10Z,00:08:01,215644,5869,133
7,MiO16KlMPaU,"TWS (투어스) '널 따라가 (You, You)' Official MV",HYBE LABELS,Music,2026-04-27T08:58:06Z,00:02:54,1315809,71528,5160
8,hruUfVftFSE,《超能路人甲》| 正式前導預告 | Netflix,Netflix Taiwan,Entertainment,2026-04-23T00:00:01Z,00:01:26,168747,1893,136
9,ZZ3nR_7AXn0,我半夜3點被困在一間廢棄的餐廳！其中的機器人偶還會假裝成人類！你可以活到白天嗎?!【Roblox Bite By Night - 有感筆電】,有感筆電 Daptoper,Gaming,2026-04-27T10:49:34Z,00:15:12,167970,11590,681
10,j7Z4fo1-tRU,胡沫 - 嘉賓『我放下所有回憶 來成全你的愛情 卻始終不願相信 這是命』【動態歌詞MV/Lyrics】,Nightfall Tunes,People & Blogs,2026-04-23T09:00:56Z,00:05:34,120345,61,0
11,06jfUX19YIg,【太空超人】國際版預告 - 6月3日（週三）宇宙同行,Sony Pictures 索尼影業,Entertainment,2026-04-24T08:00:00Z,00:02:26,113973,1575,316
12,qbp2AiVvI2g,【DE JuN】杆神歸位！這到底是打球還是打人？高爾夫大亂鬥,DE JuN,Entertainment,2026-04-26T10:18:11Z,00:45:14,137001,2806,91
13,XXIX2WnfbpE,"Lady Gaga, Doechii - RUNWAY (Official Music Video)",LadyGagaVEVO,Music,2026-04-27T19:00:23Z,00:02:59,3293594,338197,19341
14,JNVcnZjumP8,我第一個解鎖了Arch燃燒瓶...(第3季更新）,SlingshotBwai 中文頻道,People & Blogs,2026-04-25T11:13:25Z,00:15:26,196900,5162,7304
15,kJ56IFIF95E,YESUNG 예성 '咲き誇る時を待つのは／Sakihokoru Toki o Matsu no wa' MV,SMTOWN,Music,2026-04-23T15:00:18Z,00:04:16,248341,14269,2065
