Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,jOnLqqDRfY4,TXT (투모로우바이투게더) '하루에 하루만 더 (Stick With You)' Official MV,HYBE LABELS,Music,2026-04-13T08:58:06Z,00:04:38,6332414,332320,37455
2,OzAbE61Yk6g,《飢餓遊戲：黎明收割》正式預告 2026.11.20 全台戲院與全美同步上映 IMAX 震撼大銀幕 | The Hunger Games: Sunrise on the Reaping,GaragePlay 車庫娛樂,Film & Animation,2026-04-13T13:06:11Z,00:02:24,94105,1165,58
3,JURmS95BIWc,【館長直播完整版】2026/04/14/週二  恐怖遊戲~  我神預測~李貞秀~ 你真秀啊!!! 秀阿 我靠!!!!這甚麼人品~,館長惡名昭彰,Gaming,2026-04-14T16:20:48Z,04:02:57,104508,5368,606
4,XukB7ZG8CDQ,PLAVE 'Born Savage' M/V,PLAVE 플레이브,Entertainment,2026-04-13T09:00:07Z,00:04:29,1592623,74481,8786
5,zrh8E99Uea0,第九集預告片分析！以及一些吐槽！《神奇數字馬戲團》THE AMAZING DIGITAL CIRCUS,阿力阿力栗,Gaming,2026-04-12T03:13:17Z,00:05:41,71566,2582,196
6,7RaE-Q1N_oc,【Stanley】瘋狂隨機之夜！球女上單頂級控球零換二！上路女警凱特琳爆點一頓死守主堡！這麼菜的走位也配跟我同一個分數！？近期我們隨機選角未嘗一敗！最終還是得相信自己的判斷啊..,Stanley 史丹利,Gaming,2026-04-14T09:30:04Z,00:13:44,79627,1467,61
7,XAhKFiPqGRQ,Jay Chou 周杰倫【Country Road 鄉間的路】Official Music Video,周杰倫 Jay Chou,Music,2026-04-13T04:00:05Z,00:03:33,2004902,10083,1104
8,n-NDYWPXpKg,GODZILLA MINUS ZERO | First Look Teaser,GODZILLA OFFICIAL by TOHO,Film & Animation,2026-04-14T22:55:07Z,00:00:49,929297,77761,5917
9,wbDRJROsBB0,【DE JuN】爆笑！你為什麼要騙我！！詐騙熱線 Scam line,DE JuN,Entertainment,2026-04-11T09:21:44Z,00:16:24,225776,5955,182
10,pD3WH15qTgc,하루에 하루만 더 (Stick With You),TOMORROW X TOGETHER - Topic,Music,2026-04-13T09:00:00Z,00:02:34,886079,29143,770
