Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,PVzSI9PpkXc,마마무(MAMAMOO) '4 Flowers' MV,MAMAMOO,Music,2026-06-04T09:00:22Z,00:03:23,3536569,131068,9984
2,q4X37dEr0bg,Monster Hunter Wilds: Ascendance - 宣傳預告片,capcomasia,Gaming,2026-06-05T23:17:53Z,00:01:59,69525,1809,539
3,jaBiyC6OmRg,【傳說超神盃】6/5 星星幫傳說戰隊 vs 歷代最強HKA BO3 ｜贏了直接進四強,尼克星拳擊,Entertainment,2026-06-05T14:39:53Z,02:09:51,135161,1164,137
4,7K9jXD9TV6c,如果我很平庸,陳華 - Topic,Music,2026-06-04T10:00:08Z,00:04:06,111288,1556,46
5,4aVoaSixc0E,Stellar Blade: Blood Rain - Official Reveal Trailer | IGN Summer of Gaming,IGN,Gaming,2026-06-05T22:50:38Z,00:03:31,929788,55338,5576
6,QFJ67-ZifLQ,【有感筆電】我下載了暗網版本的 Roblox 遊戲.. 千萬不要來玩！【Flood Escape V1.7 全破】,有感筆電 Daptoper,Gaming,2026-06-05T11:15:08Z,00:27:49,282011,9433,762
7,SzJXikN_4wA,"I Knew It, I Knew You",Taylor Swift - Topic,Music,2026-06-05T04:00:37Z,00:02:59,3018781,149153,8127
8,-J0_2eMtFQM,GUNDAM ROGUE ORBIT – Announcement Trailer,Bandai Namco Entertainment America,Entertainment,2026-06-05T21:40:53Z,00:02:06,427163,27369,3152
9,ePw3xdN7T7E,Minecraft 掉落現代軍火！所有『掉落物品隨機但是最強』生存，甚至出現遭遇強大怪物,阿斯asu,Gaming,2026-06-04T09:00:02Z,00:25:24,263664,4656,161
10,83C3TZ4Zm_o,aespa 에스파 'LEMONADE' MV,SMTOWN,Music,2026-05-29T04:00:16Z,00:03:12,20413316,659618,37040
11,tKwH3pNFEbo,【超少女】終極預告，6月24日（週三）大銀幕鉅獻,華納兄弟台灣,Film & Animation,2026-06-03T16:05:08Z,00:02:11,61655,1179,381
12,A_AuWiiBGkU,[中文] DK vs BRO | 2026 LCK Road to MSI: Round 1,LCK-Carry,Gaming,2026-06-06T10:54:55Z,03:12:02,187163,592,8
13,lC8XSEDIfTA,过客 (R&B COVER),夜舟 Night Boat - Topic,Music,2026-06-03T10:04:11Z,00:04:44,53443,134,0
14,HLMX2w3cwuE,God of War Laufey - Gameplay Reveal Trailer | PS5 Games,PlayStation,Gaming,2026-06-02T22:15:01Z,00:23:45,6363110,390231,28324
15,AY3ap8JHD7w,我花99天出售檸檬征服了全世界！超肝檸檬大亨遊戲！【Sell Lemons】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-06-05T10:50:07Z,00:23:11,123078,2256,174
16,pWOVb01U-c4,BABYMONSTER - 'SUGAR HONEY ICE TEA' M/V TEASER,BABYMONSTER,Music,2026-06-03T15:00:01Z,00:00:28,3754126,311729,18487
17,At9te6Z3q1U,『進擊的巨人３』遊戲預告影片,Koei Tecmo Taiwan 臺灣光榮特庫摩,Gaming,2026-06-05T22:36:26Z,00:01:36,14809,516,53
18,_qPsv_TsF3Q,[中文] DCG vs GAM | LCP 2026 Split 2 Knockout Stage Lower Bracket Final,LoLEsportsTW ,Gaming,2026-06-06T13:51:20Z,05:14:19,91397,423,18
19,MknxZiflvdM,香烟与吻痕,Hogee - Topic,Music,2026-05-21T16:02:23Z,00:03:25,71170,1762,0
20,gKum7LqFi1s,Palworld 1.0 Cinematic Trailer,Pocketpair Palworld,Gaming,2026-06-05T22:36:36Z,00:01:48,407459,31836,3264
21,1nC1yOpm90g,(FW NaiLiu) 6/5 看吧我就說了2.0 no要say拉~~,FW NaiLiu,Gaming,2026-06-05T20:02:11Z,05:39:37,87898,747,26
22,Zv6JKobJyFY,BTS (방탄소년단) 'Hooligan' Official Performance Video,HYBE LABELS,Music,2026-06-04T15:00:01Z,00:03:16,4061999,666875,25428
23,Rsztt5qDj_A,"FALL 2: DEADPOINT (2026) Official Trailer - Harriet Slater, Arsema Thomas",Lionsgate Movies,Film & Animation,2026-06-04T15:00:06Z,00:01:20,2344713,30155,2036
24,V838Wemqe7w,【尊】這是一款只有0.1%人能通關的解謎遊戲 ! ? 玩了後才發現自己是智障...【第二頻道】,人生魯宅x尊-第2頻道,People & Blogs,2026-06-04T10:00:39Z,00:11:49,127724,3969,138
