Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,-KIrlLYTh2w,陪你到這,陳華 - Topic,Music,2026-04-16T10:02:03Z,00:03:53,105402,1579,63
2,vR-RQWBeraY,【快打旋風】精彩預告 - 10月16日 全台戲院見,派拉蒙影片 官方頻道,Film & Animation,2026-04-16T13:29:55Z,00:02:48,106731,1963,756
3,AMMcOOUU6b8,GCS 2026 春季季後賽D1－2026/04/18《Garena 傳說對決》,Garena 傳說對決,Gaming,2026-04-18T13:39:49Z,04:41:06,257879,1435,93
4,jOnLqqDRfY4,TXT (투모로우바이투게더) '하루에 하루만 더 (Stick With You)' Official MV,HYBE LABELS,Music,2026-04-13T08:58:06Z,00:04:38,16339944,390548,54499
5,OzAbE61Yk6g,《飢餓遊戲：黎明收割》正式預告 2026.11.20 全台戲院與全美同步上映 IMAX 震撼大銀幕 | The Hunger Games: Sunrise on the Reaping,GaragePlay 車庫娛樂,Film & Animation,2026-04-13T13:06:11Z,00:02:24,201973,1864,114
6,yMGG8qimPhw,[中文] KRX vs BFX | DK vs T1 | 2026 LCK,LCK-Carry,Gaming,2026-04-17T13:33:35Z,05:42:02,435486,1571,114
7,vtwmfiivxq4,DIOR大穎 - 靠關係 MUTUAL FRIENDS - (Official MV),DIOR大穎,Music,2026-04-14T12:00:06Z,00:04:31,462224,6770,234
8,n-NDYWPXpKg,GODZILLA MINUS ZERO | First Look Teaser,GODZILLA OFFICIAL by TOHO,Film & Animation,2026-04-14T22:55:07Z,00:00:49,3623221,161672,9838
9,J76cbqMgGj4,Minecraft 最新版本超可愛的特殊動物寶寶全部抓到為止的生存！【方塊boy】ver.26.1,方塊boy,Gaming,2026-04-17T09:00:07Z,01:13:20,156604,5833,348
10,78wrful9cVU,Olivia Rodrigo - drop dead (Official Music Video),OliviaRodrigoVEVO,Music,2026-04-17T04:00:06Z,00:04:11,9418554,666555,35570
11,miy7Ff2OM2w,PRAGMATA（人機迷網） - Eight Trailer,capcomasia,Gaming,2026-04-14T23:59:35Z,00:02:10,43916,1202,157
12,emgRQ2FlD2Y,我去參加了令人毛骨悚然的睡衣派對…【Roblox 機械方塊】,Yuan2020,Gaming,2026-04-19T01:30:41Z,00:15:39,95121,3347,83
13,XukB7ZG8CDQ,PLAVE 'Born Savage' M/V,PLAVE 플레이브,Entertainment,2026-04-13T09:00:07Z,00:04:29,7021604,88755,10425
14,x4dq13VJW9c,【尊】我跟放火.錫蘭一起挑戰兩小時內通關麥塊 ! ? 放火 : 失敗我捐15萬 ! !【第二頻道】,人生魯宅x尊-第2頻道,People & Blogs,2026-04-16T10:32:17Z,00:17:47,249126,9232,368
15,XAhKFiPqGRQ,Jay Chou 周杰倫【Country Road 鄉間的路】Official Music Video,周杰倫 Jay Chou,Music,2026-04-13T04:00:05Z,00:03:33,2144243,11622,1171
16,7B0-WJ5QYsc,Brawl Talk: 3 NEW Brawlers!,Brawl Stars,Gaming,2026-04-18T15:00:06Z,00:11:06,6849899,336300,29439
17,MRLqFDpJXk4,許富凱 Fu Kai Hsu〈愛你敢有望 Any Chance for Love?〉feat. icyball 冰球樂團 Official Music Video,許富凱官方專屬頻道 Henry Hsu Offical Channel,Music,2026-04-17T04:00:04Z,00:04:31,96146,2422,123
18,-pnqAgWzfVI,這次新角色有三隻！❤️絲塔諾娃好可愛，大招還能變身巨劍少女！足球模式多了守門員..超強聯名合作！這次是跟我的英雄學院還有adidas連動！【荒野亂鬥】,盛主播,Gaming,2026-04-18T15:13:38Z,00:12:38,103918,2419,358
19,pD3WH15qTgc,하루에 하루만 더 (Stick With You),TOMORROW X TOGETHER - Topic,Music,2026-04-13T09:00:00Z,00:02:34,1827451,43523,958
20,Nl-hF6BYVqc,Minecraft速通，但如果我們失敗，放火就要捐15萬！（我要復仇）,錫蘭Ceylan,Comedy,2026-04-16T10:00:00Z,00:28:42,229516,9825,383
21,DC1h70hAXZ8,林俊杰 (JJ Lin) - 她說『等不到天黑 不敢凋謝的花蕾；綠葉在跟隨 放開刺痛的滋味』【動態歌詞MV/Lyrics】,Nightfall Tunes,People & Blogs,2026-04-11T09:00:14Z,00:05:21,100541,63,3
