Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
12,AEaKCUAr3e0,Relove DCG 春季總冠軍 ｜GCS 2026 春季準決暨冠軍賽－2026/05/02《Garena 傳說對決》,Garena 傳說對決,Gaming,2026-05-02T15:27:42Z,10:14:21,619678,2891,455
13,rfje1gF_1og,林俊杰 - 江南『不懂爱恨情愁煎熬的我们 都以为相爱就像风云的善变 相信爱一天抵过永远 在这一刹那冻结了时间』【动态歌词MV/Lyrics】,Romance Season,People & Blogs,2026-04-30T09:01:17Z,00:04:29,88196,70,2
14,4ugbVz5DVS0,【DinTer】草人JG與雷茲鬼之菁英連招！特哥大跳一波把氣氛拉到最高點！當面跳大還能百分百恐懼對手？絕命雙排超歡樂局輸出全靠吼！,Dinter,Gaming,2026-05-06T09:00:10Z,00:17:00,55752,770,49
15,JI-AmDkWriQ,今夜又擱想起你,Rong Tian Fu - Topic,Music,2026-04-30T02:45:58Z,00:04:26,57698,328,0
16,3CVN6wi6E_8,【造型公道伯】全網首發里維兵長開箱！抽獎方法公開有保底！精準預測抽獎金額 你真的需要抽兵長嗎？還是只是跟風呢【小珉】,MING小珉 中路教科書,Gaming,2026-05-06T09:03:19Z,00:09:00,76060,1009,165
17,z0QdBX4WAIU, icyball 冰球樂團 - 能不能和我留在台北（陪我幾天） (Official Live Music Video),icyball 冰球樂團,Music,2026-05-03T15:55:00Z,00:04:18,55618,2123,111
18,fxHXoJ7KNlw,傳說對決 |這次巨人聯動的免費造型直接送亞妮?手感稍遜蜜莉姆但是免費完全OK!| Sirenia 海牛 |筱清,Sirenia海牛,Gaming,2026-05-05T11:55:23Z,00:08:50,94286,1373,69
19,F6kUPJhez8w,昨暝的雨,Lin Mochen - Topic,Music,2026-04-30T13:08:54Z,00:05:47,15222,175,0
20,uogdJGJ9fzs,尼克星｜單挑輸的剃光頭…這次好像不太對｜傳說對決｜,尼克星拳擊,Gaming,2026-05-06T09:01:17Z,00:12:07,57737,822,162
21,5DXqEa-7-Wg,かぐや (cv. 夏吉ゆうこ) & 月見ヤチヨ (cv. 早見沙織) - ray 超かぐや姫！Version / THE FIRST TAKE,THE FIRST TAKE,Music,2026-05-01T13:00:06Z,00:05:56,3136686,204443,5457
22,4ayWmVM9DSM,【Stanley】中路超硬狗頭王383魔防！大法陣徹底絕望！正臉硬扛好運姊大招不掉血？大魔王一人追著四人跑！三棒敲死無法處理！又硬又控傷害還高！邊跳舞邊扭招心態打擊！觀眾竟要胖叔叔不要再出狗頭精華！？,Stanley 史丹利,Gaming,2026-05-05T09:30:03Z,00:10:17,107280,1718,56
23,AefjWPaq3C4,GRASSHOPPER THREE IN LOVE 草蜢演唱會2026 尾場嘉賓｜郭富城 - 失戀／唱這歌,寰亞音樂 Media Asia Music Official Channel,Music,2026-05-04T10:21:19Z,00:16:06,484366,7895,443
24,uKfWL6S6Ufg,【Road to EWC】T1 vs BRO 巴德本人Keria終極盛宴! T1全員操作無限戰鬥爽! BO3全場精華 | Road to EWC 26: Korea,Cielo-聯盟精華,Gaming,2026-05-04T14:30:53Z,00:31:06,95343,1038,138
25,mcJB9H0Nvbc,A-Lin《繞路 Detour》Official Music Video,A-Lin官方專屬頻道,Music,2026-04-29T12:01:33Z,00:04:53,1502379,5776,247
26,jQRw3DgzcrQ,(FW NaiLiu) 5/6 目前在看巨人,FW NaiLiu,Gaming,2026-05-06T21:45:20Z,07:45:39,54959,545,1
27,LzZyFX7Dlg4,我講台語 Dwagie Feat.Leo王/KE柯蕭/鍾綺Bell/DJ Mr.Gin/阿跨面,人人有功練,Entertainment,2026-05-02T15:01:07Z,00:07:13,97531,6771,554
28,ct1CgCtipAo,【偷走腦腐】開箱官方盲盒！竟然有機會可以獲得1000美元的腦腐？【Steal a Brainrot】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-05-05T10:45:17Z,00:13:20,89767,1773,147
29,XHtO7as5v0I,IVE - BANG BANG | Live from Vevo Studios,IVEVEVO,Music,2026-05-06T16:01:01Z,00:03:03,334518,35076,1460
30,oQs2FdMCepY,這造型比Key還強！？我在競爭者到處滅火，但火到底是誰放的...？【 Rivals 競爭者】,RD 阿東,Gaming,2026-05-06T10:00:37Z,00:10:04,56095,1855,304
31,2ZOJP2HP54o,Run Wild（向风而野）,魏爱梓欣 - Topic,Music,2026-05-05T07:15:14Z,00:03:22,59649,1544,37
32,Hms0wBGcivw,《鳴潮》×《電馭叛客：邊緣行者》聯動預告｜早安，索拉里斯！,鳴潮,Gaming,2026-05-07T03:00:14Z,00:01:24,37455,2567,306
33,NffeFmn0vvQ,tuki. 『ひゅるりらぱっぱ』1st Live at NIPPON BUDOKAN,tuki.(17),Music,2026-05-04T12:00:18Z,00:03:29,291451,18647,617
34,xJP6-AtDOyQ,遇上爆音激動女玩家! 講話比尼克星還大聲!?  對放火首次玩傳說對決 有什麼看法?｜傳說對決｜尼克星直播精華剪輯｜,寶寶W尼克星,Gaming,2026-05-05T09:00:00Z,00:14:17,50400,716,208
35,-SEKt_0pdHM,NMIXX(엔믹스) “Crescendo” M/V,JYP Entertainment,Music,2026-04-28T09:00:01Z,00:02:46,2954373,227177,11302
36,X0y3sGkc0Kw,【荒野亂鬥】100顆超新星之星開箱 能開到什麼 資源量最多的星星?  美好超新星活動就在明天!,PowerTech淮特,Gaming,2026-05-06T14:10:47Z,00:13:00,65587,943,64
37,ua0M2wzPcT0,You Keep Me Here,hrtz.wav - Topic,Music,2026-05-02T09:03:21Z,00:03:44,357408,4077,156
38,ll9rMcTjxYc,閃電狼冠軍賽端出莫托斯打野，一瞬間全場愣住，陣容太笨重被拉扯到麻掉！｜Gary蓋瑞,Gary蓋瑞,Gaming,2026-05-05T12:15:05Z,00:12:34,103399,1336,250
39,O5JN8l4pgOo,宇多田ヒカル　「パッパパラダイス」 Music Video,Hikaru Utada,Music,2026-05-05T15:00:06Z,00:04:07,784195,42797,1838
40,F8G2inLdNw8,Minecraft 被突襲的村莊，用大量陷阱包圍防守會發生什麼事？,阿斯asu,Gaming,2026-05-03T09:00:15Z,00:21:12,134628,3277,107
41,XDzGoMtSqZA,It's Me,ILLIT - Topic,Music,2026-04-30T09:00:44Z,00:02:19,4315082,77159,1315
42,EN8MpyU2IkQ,Minecraft 快笑死🤪靠...阿神被屌騙XDD【鬼畜♂虛假麥塊】😂！🔥坑爹麥塊🔥中國實況主做的【反邏輯♂超坑爹地圖】😂!! 智商IQ999✅才可以到終點 !!,阿神,Gaming,2026-05-05T10:00:20Z,00:40:17,71612,3652,146
43,CzGUP_rQARo,Angel's Touch,艾薇 Ivy - Topic,Music,2026-04-30T10:02:17Z,00:03:29,57414,385,1
44,Km4ccJMur9M,【蹦蹦頭】挑戰把森林裡所有的樹砍掉！使用管理員的權限！小鹿看到都要哭了！【99 Nights in the Forest】,蹦蹦頭,Gaming,2026-05-05T10:00:35Z,00:17:05,50215,1500,145
45,9GUjMwoZJUg,心如止水,Ice Paper - Topic,Music,2026-04-30T02:47:53Z,00:03:06,59284,285,0
46,WZrMTzRBaNk,我Ban掉了競爭者的外掛.. [Rivals],水桶 Bucket,Gaming,2026-05-03T08:00:37Z,00:09:08,103906,3365,498
47,iTN61KGaUZA,My Favorite Part,So Soo Bin - Topic,Music,2026-05-01T09:00:59Z,00:02:43,811331,8135,320
48,AGYqFxSLyF8,敢死队的巅峰！28年前爆火的潜入游戏，最后一关有多难？,老孫聊遊戲,Gaming,2026-05-06T11:36:12Z,00:13:57,74127,2040,231
49,B9MvEeNdEZg,"【台語新歌】2026 台語新歌排行榜 : 張秀卿-了斷, 向蕙玲-幸福的嫁妝, 謝金晶vs翁立友-為你貼心肝, 陳淑萍-相思話, 謝宜君vs陳隨意-我們的月亮, 喬幼-英台, 張蓉蓉-為情所害",AHD - NT MUSIC,People & Blogs,2026-05-05T22:00:12Z,01:10:00,10221,93,1
50,14uFe9AZOkE,24小时极限交易！BFX为何非要卖他？详解Diable转会幕后，BFX和NS下路互换谁是赢家【联盟那些事儿】,LOL丶诺诺,Gaming,2026-05-05T08:00:04Z,00:14:03,65533,588,203
