Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,a7ziV-RjqBo,Jay Chou 周杰倫【Who Cares 誰稀罕】Official Music Video,周杰倫 Jay Chou,Music,2026-04-24T04:00:01Z,00:04:23,2278002,12878,1328
2,BMBhxRmyQ-o,《復仇者聯盟5》超機密隱藏預告 一般人都看不到!  末日博士終於正臉現身! 一次整理CinemaCon所有漫威大揭露 | 超粒方 | Avengers: Doomsday,超粒方,Film & Animation,2026-04-23T04:00:06Z,00:12:54,353535,4753,150
3,jRJi-Z6DI74,[中文] T1 vs BFX | NS vs GEN | 2026 LCK,LCK-Carry,Gaming,2026-04-26T12:42:50Z,04:30:04,397847,1560,71
4,a2grcJdfXmY,LE SSERAFIM (르세라핌) 'CELEBRATION' OFFICIAL MV,HYBE LABELS,Music,2026-04-24T03:58:06Z,00:03:09,4316941,290422,14535
5,hruUfVftFSE,《超能路人甲》| 正式前導預告 | Netflix,Netflix Taiwan,Entertainment,2026-04-23T00:00:01Z,00:01:26,159826,1806,129
6,5qyUl00nxbU,我在ROBLOX裡對腦腐迷因惡作劇...結果！？,Yuan2020,Gaming,2026-04-26T01:00:10Z,00:08:01,180701,5289,118
7,kJ56IFIF95E,YESUNG 예성 '咲き誇る時を待つのは／Sakihokoru Toki o Matsu no wa' MV,SMTOWN,Music,2026-04-23T15:00:18Z,00:04:16,211443,13917,1996
8,06jfUX19YIg,【太空超人】國際版預告 - 6月3日（週三）宇宙同行,Sony Pictures 索尼影業,Entertainment,2026-04-24T08:00:00Z,00:02:26,105307,1445,294
9,JNVcnZjumP8,我第一個解鎖了Arch燃燒瓶...(第3季更新）,SlingshotBwai 中文頻道,People & Blogs,2026-04-25T11:13:25Z,00:15:26,184824,5019,7152
10,j7Z4fo1-tRU,胡沫 - 嘉賓『我放下所有回憶 來成全你的愛情 卻始終不願相信 這是命』【動態歌詞MV/Lyrics】,Nightfall Tunes,People & Blogs,2026-04-23T09:00:56Z,00:05:34,85353,41,0
11,cKbEGColaaY,【泥面人】前導預告，今年10月大銀幕鉅獻,華納兄弟台灣,Film & Animation,2026-04-22T19:00:38Z,00:01:02,162032,565,151
12,Zqzq9j6QNOs,Minecraft 紓壓！合力把地獄的巨大圓形岩漿海全部抽乾為止【方塊boy】,方塊boy,Gaming,2026-04-24T10:00:06Z,00:37:47,239481,10133,277
13,zurhFnClzd4,Detour,A-Lin官方專屬頻道 - Topic,Music,2026-04-23T10:03:02Z,00:04:37,86280,1040,25
14,qbp2AiVvI2g,【DE JuN】杆神歸位！這到底是打球還是打人？高爾夫大亂鬥,DE JuN,Entertainment,2026-04-26T10:18:11Z,00:45:14,116687,2538,87
15,7WuO_XaXsCY,CELEBRATION,LE SSERAFIM - Topic,Music,2026-04-24T04:02:43Z,00:02:33,1139737,36432,950
16,ZZ3nR_7AXn0,我半夜3點被困在一間廢棄的餐廳！其中的機器人偶還會假裝成人類！你可以活到白天嗎?!【Roblox Bite By Night - 有感筆電】,有感筆電 Daptoper,Gaming,2026-04-27T10:49:34Z,00:15:12,106364,8642,555
17,p4ahGSFTY-c,aespa 에스파 'LEMONADE' Complæxity Trailer,aespa,Music,2026-04-26T15:00:07Z,00:02:41,1359664,128362,6558
18,cm4TF1OE4JM,【Roblox】當KN團長去考自己的團👿【競爭者Rivals】,死神君,Gaming,2026-04-26T10:01:00Z,00:10:22,84075,2141,257
19,WSDSWdIt3jY,Side Quest King (KISAI remix) feat. 初音ミク【崩壊：スターレイル 3周年テーマソング】,Hatsune Miku,Music,2026-04-26T03:00:37Z,00:02:25,718804,91983,2222
20,3TXAOBgms_M,最酷造型還有新武器！？賽季大更新！漆彈槍大重做！？？【 Rivals 競爭者】,RD 阿東,Gaming,2026-04-25T04:15:06Z,00:06:29,138338,3218,356
21,Wv6obGFVVIc,🎵 《誰來愛我》《街燈下》｜AI時代的孤單提問（致敬 李茂山 經典作品）Who Will Love Me｜當真心遇見AI的時代—感冉力翻唱,音符之光,People & Blogs,2026-04-21T22:00:39Z,00:07:22,103903,617,21
22,aZaqLq2y_cQ,【Stanley】25層疊書吸血鬼王拯救世界！表面兄弟再度破裂？五速嘴復盤氣氛正確！下路殘血極限零換二！看似我被抓？實則是我抓他們兩個！丁特體檢ＯＯ病前期是因為特好喝喝太多？,Stanley 史丹利,Gaming,2026-04-27T09:30:01Z,00:11:34,65673,1513,146
23,OHAjc-ayhus,ヨルシカ - あぶく（OFFICIAL VIDEO）,ヨルシカ / n-buna Official,Music,2026-04-24T09:00:36Z,00:03:55,1957392,102454,4324
24,Qp3xE-Lb_5I,【偷走腦腐】Roblox傳說駭客John Doe！運氣爆棚瘋狂出貨！【Steal a Brainrot】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-04-26T10:32:23Z,00:12:43,95197,1645,223
25,lvCMf4eu2_k,Andy - 阿杜「可是 Andy 活着是不需道理 谁都可能暂时的失去勇气 外面不安的世界 骚动的心情 不能熄灭曾经你拥有炽热的心」【动态歌词/Moonlight Tunes】,Moonlight Tunes,People & Blogs,2026-04-18T09:01:05Z,00:05:12,128392,109,3
26,hZN5PInHLkk,陪faker到老！Keria给多少人带来惊喜？续约T1到2029年，这世一辅就得狠狠续约,呆梦demo官方频道,Gaming,2026-04-27T00:00:00Z,00:12:31,81467,1091,151
27,iWeRglrNu6E,tuki. 『零-zero-』Official Music Video,tuki.(17),Music,2026-04-27T12:00:06Z,00:04:23,140127,14657,823
28,5jORf05e_y4,【館長直播完整版】2026/04/27/週一  試著通關人機　吸血鬼新作~　彈劾賴清德,館長惡名昭彰,Gaming,2026-04-27T16:26:59Z,04:15:41,69050,3700,151
29,5sOgJQ3N03Q,REDRED,CORTIS - Topic,Music,2026-04-20T09:00:18Z,00:02:44,4351254,140651,4726
30,-9OdOKx2eP8,Minecraft 壯觀，整個世界都是地底的巨型洞窟生存深處有什麼？,阿斯asu,Gaming,2026-04-25T09:00:00Z,00:15:05,108089,2920,90
31,0xlmPglHEqQ,张远 - 嘉宾『至少我还能够成为那个 见证你们爱情的嘉宾；遇见你的他真的好幸运 但愿他会比我更爱你』【动态歌词MV/Lyrics】,Romance Season,People & Blogs,2026-04-17T09:00:05Z,00:05:34,434627,286,8
32,QyViyr26xOM,天堂經典版｜七殺劍出獄日 感謝來接風的各位｜小許,小許,Gaming,2026-04-27T15:30:40Z,03:53:43,46072,362,12
33,PIgmxjozeCU,"NEXZ(넥스지) ""Mmchk"" M/V",JYP Entertainment,Music,2026-04-27T09:00:01Z,00:02:45,634522,41174,6286
34,PiZAQP3MHFI,我被關進超級監獄😱我要怎麼逃出去呢⁉️,神貓大爛 Canetago,Gaming,2026-04-25T09:00:00Z,00:12:03,53879,2619,62
35,A8d2Gx91zwk,QWER 'CEREMONY' Official MV,QWER,Music,2026-04-27T09:00:06Z,00:04:06,886501,22859,2381
36,hrAYV-dktDE,【Blox Fruits】2026果實排名！依然還是動物系的天下嗎？ 【Roblox 海賊王】【機械方塊】,R子,Gaming,2026-04-25T12:20:56Z,00:38:14,100973,2540,288
37,P-v1Eyuo2Vo,DONGHAE ‘해 떴네’ MV,SUPER JUNIOR-D&E,Entertainment,2026-04-20T09:00:36Z,00:03:12,833860,26743,3115
38,tvpMUWXrP2w,傳說對決 |喔買尬的怎麼開圖又竄出來了😡對面這個開圖打野一直緊迫盯人還好我技高一籌!| Sirenia 海牛 |元流射手,Sirenia海牛,Gaming,2026-04-27T10:05:08Z,00:09:39,36117,682,46
39,5hP5bLk-Xcc,All the Possibilities,TWS - Topic,Music,2026-04-27T09:00:10Z,00:02:50,117651,7502,316
40,Insr1-iXIKE,尼克星｜我遇到最扯觀眾…賭輸了還說沒賭？當我白癡？｜傳說對決｜,尼克星拳擊,Gaming,2026-04-25T14:32:10Z,00:14:53,45978,652,213
41,jF7UzHC082U,错位时空,艾辰 - Topic,Music,2026-04-20T15:15:40Z,00:03:18,59725,430,0
42,IzruWGvfm0I,【DinTer】ARAM大亂鬥｜天胡科加斯食魂者控場狂疊血量！巨獸哥吉拉11分鐘一萬血笑到流眼淚！天胡陽壽局遊戲體驗滿滿頂級爽局！小丑本人超絕演技戲耍笑到狂搥桌！,Dinter,Gaming,2026-04-27T09:00:24Z,00:13:56,38992,339,21
43,u59hHbJ-uuQ,PPLIN x Aioz - 一線兩點 (Official Music Video),PPlin 林芃逸,Music,2026-04-24T11:00:06Z,00:02:44,35841,1395,92
44,3KX74S2FHO8,"【尊】如果早知道,玩遊戲也會被登大人...【第二頻道】",人生魯宅x尊-第2頻道,People & Blogs,2026-04-23T10:00:06Z,00:14:04,160282,5314,179
45,RLpax3nfv8A,心經 | 空，不是什麼都沒有,AI巷仔內 - Topic,Music,2026-04-23T00:36:51Z,00:05:07,58880,809,0
46,zacGkwoVcu0,(FW NaiLiu) 4/27  倒數五天冠軍賽請幫我們加油謝謝 跟小詹神打本帳,FW NaiLiu,Gaming,2026-04-27T18:01:09Z,02:55:49,34622,335,1
47,TomjtCyesT0,icyball 冰球樂團 - 世紀末寂寞 (Official Video),icyball 冰球樂團,Music,2026-04-24T12:00:06Z,00:04:30,52758,2269,86
48,zAb90fE3dAo,T1 vs BFX 上中野劣勢拉克絲本人拯救T1！唯一輔核Keria主場四連POM！丨Game2丨2026 LCK Round 1,NLF賽事精華,Gaming,2026-04-26T10:00:17Z,00:14:25,39017,246,47
49,MFTwxAZIEBk,八三夭【身外之物 Material Things】Official Music Video,八三夭 831,People & Blogs,2026-04-24T04:00:07Z,00:04:38,51630,1621,66
50,oVDLG0ap7zM,Minecraft 麥塊【暗網１格⭐木筏生存】深海中...有怪物追殺我😨划著【木筏１格寬】要如何活下來 !??,阿神,Gaming,2026-04-24T09:53:41Z,00:43:37,117101,4983,163
