Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,gMxAUI35O-g,glass,Gareth.T - Topic,Music,2026-05-19T10:00:48Z,00:03:06,417624,16102,300
2,sosJyyjUL6I,「名偵探柯南 高速公路的墮天使」中文電影預告,Anime & Movie 普威爾,Film & Animation,2026-05-21T07:24:58Z,00:01:58,9008,451,40
3,E95aDmhil-4,[中文] T1 vs KRX | NS vs KT | 2026 LCK,LCK-Carry,Gaming,2026-05-20T14:02:11Z,06:10:03,504773,1715,15
4,1jKnI_ib8c8,ITZY “Motto” M/V,JYP Entertainment,Music,2026-05-18T09:00:00Z,00:03:19,5798675,269472,25446
5,HI1dhd2ATdM,【太空超人】終極版預告 - 6月3日（週三）宇宙同行,Sony Pictures 索尼影業,Entertainment,2026-05-21T04:00:09Z,00:01:58,14719,354,72
6,VpFjFoTUaT4,Minecraft 1萬格範圍，無法溝通『共享血量和背包』想辦法全員集合【方塊boy】,方塊boy,Gaming,2026-05-19T10:00:06Z,00:44:23,155847,7500,337
7,PJyFND4-zR4,Jay Chou 周杰倫【Aurora in July 七月的極光】Official Music Video,周杰倫 Jay Chou,Music,2026-05-20T04:00:04Z,00:03:10,1752890,8910,883
8,cBvsXRZLkjE,《黑袍 5》大结局预告：死亡名单早就明牌了！,矛盾局,Film & Animation,2026-05-19T09:19:57Z,00:06:25,18330,216,33
9,029ZeMksz6o,媽媽 VS 女兒｜連勝第一名訓練老婆 (Rivals 競爭者),SlingshotBwai 中文頻道,Gaming,2026-05-18T11:37:28Z,00:16:28,181124,3620,1542
10,tkwD6DLp62k,玖壹壹(Nine one one) 洋蔥 Onion - 我甘願重新愛過 Feat.狗柏 官方MV首播,玖壹壹,Music,2026-05-20T09:20:06Z,00:04:26,90355,4231,226
11,Vt7860xZFXk,HOPE - Official Teaser - In Theaters Fall 2026,NEON,Film & Animation,2026-05-18T01:00:31Z,00:01:39,2615178,73048,3093
12,_z-IN_cUQlM,【尊】你在狗叫什麼啦 ! ! ! ! ! !【第二頻道】,人生魯宅x尊-第2頻道,People & Blogs,2026-05-19T10:15:05Z,00:10:45,123528,5718,270
13,anPw_n26nOo,Motto,ITZY - Topic,Music,2026-04-22T02:01:10Z,00:03:13,561936,14549,412
14,G1VwZaBI4DA,《納達爾》| 正式預告 | Netflix,Netflix Taiwan,Entertainment,2026-05-19T15:00:00Z,00:02:41,15659,395,23
