Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,1jKnI_ib8c8,ITZY “Motto” M/V,JYP Entertainment,Music,2026-05-18T09:00:00Z,00:03:19,2893479,213308,19321
2,HJ60xJ2UPQA,Backrooms後室最新預告片分析 ASYNC確認存在電影世界觀 Entity實體首次亮相預告片！【丁丁DingDing】,丁丁 DingDing,Gaming,2026-05-16T04:37:30Z,00:13:29,44241,1368,87
3,Bso7klh06k4,[中文] GEN vs T1 | BFX vs NS | 2026 LCK,LCK-Carry,Gaming,2026-05-16T13:55:12Z,06:17:35,747350,3470,68
4,anPw_n26nOo,Motto,ITZY - Topic,Music,2026-04-22T02:01:10Z,00:03:13,184583,8336,295
5,Vt7860xZFXk,HOPE - Official Teaser - In Theaters Fall 2026,NEON,Film & Animation,2026-05-18T01:00:31Z,00:01:39,1067980,43548,2018
6,i9-82s_Le88,挑戰在大型超市24小時生存！千萬不能被警衛抓到！【Roblox Survive Overnight in a Mega Store 全破關 - 有感筆電】,有感筆電 Daptoper,Gaming,2026-05-15T12:51:08Z,00:17:31,379729,7954,860
7,iTJSbJtS8MU,aespa 에스파 'WDA (Whole Different Animal) (Feat. G-DRAGON)' MV,SMTOWN,Music,2026-05-11T09:00:56Z,00:03:09,14184665,487372,31864
8,029ZeMksz6o,媽媽 VS 女兒｜連勝第一名訓練老婆 (Rivals 競爭者),SlingshotBwai 中文頻道,Gaming,2026-05-18T11:37:28Z,00:16:28,92783,2556,1240
9,Njag_7QSamk,你沒等我去的舊金山 (Acoustic),派偉俊 - Topic,Music,2026-05-14T16:17:02Z,00:03:58,51015,383,0
10,eyUyIfTvTM8,【LCK】GEN vs T1 Chovy藍寶中路火烤Faker! 50分鐘血戰瘋狂拉扯高打高! BO3全場精華 | 2026 LCK,Cielo-聯盟精華,Gaming,2026-05-16T11:42:41Z,00:53:58,130632,1707,165
11,SQjRdv-gSts,星夜的離別+離情,Kai Xyelune - Topic,Music,2026-05-13T11:02:47Z,00:07:31,132775,470,0
12,uU-qsW1kJKo,2026 荒野亂鬥全球錦標賽 | Brawl Cup Day3,盛主播,Gaming,2026-05-17T16:53:19Z,05:54:49,177817,1314,13
13,XjrgISh9Qv0,想見你想見你想見你 (Miss You 3000) Covered by IVE LEESEO,IVE,Entertainment,2026-05-18T10:00:22Z,00:04:04,150358,21782,1529
14,-W7MgYK6i0A,利用各種BUG來惡搞師傅SlingshotBwai ! 😂 我成功驚喜到他了!  Ft @SlingshotBwai中文頻道 / 競爭者【HacqR 游戲頻道】,HacqR 游戏频道,Gaming,2026-05-18T10:11:49Z,00:11:09,70175,1658,202
15,7QGRDC7ngpE,ZEROBASEONE (제로베이스원) 'TOP 5' MV,ZEROBASEONE,Entertainment,2026-05-17T15:00:00Z,00:02:32,4831159,120645,14902
16,_-ETg1nsR6c,我課金花了超多R幣...結果抽到了史萊姆之神！？【Roblox 機械方塊】,Yuan2020,Gaming,2026-05-16T02:00:34Z,00:08:46,193715,7040,126
17,K2xgiais0U4,派偉俊 Patrick Brasca & 陳華 Hua Chen - 你沒等我去的舊金山（Acoustic）,派偉俊 Patrick Brasca,Music,2026-05-15T12:00:06Z,00:03:58,118264,3215,77
18,VFHrh_sltvo,【偷走腦腐】超盤要價600000R的蜘蛛大象！30倍幸運出了超越1B的腦腐！一週年活動！【Steal a Brainrot】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-05-17T11:13:17Z,00:13:04,121921,1793,303
19,hGqYdubpcCM,Heavy Serenade,NMIXX - Topic,Music,2026-04-23T05:58:50Z,00:03:00,3697891,41801,667
