Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
14,SrLEePnRoKw,Minecraft 存在精神異常的恐怖怪物『太陽巨人』麥塊世界生存 【The Sun Man】,阿斯,Gaming,2026-05-12T09:38:20Z,00:29:03,69156,2499,134
15,x3eqqoZPV_E,BABYMONSTER - '춤 (CHOOM)' M/V,BABYMONSTER,Music,2026-05-04T09:21:33Z,00:03:25,57011848,1098218,76847
16,bGotE0_DiCs,Minecraft 兇猛！每次打倒『深海巨型恐怖海怪』能夠越來越強的世界生存,阿斯asu,Gaming,2026-05-10T09:00:55Z,00:31:36,123204,2971,147
17,iJZzZh91wXw,停顿的钟 R&B完整版,凯文-Kevin - Topic,Music,2026-05-05T22:35:04Z,00:03:14,183535,1414,0
18,Jm2fDO5frkc,【Stanley】慎丹利打野頂級全球流支援！只有懂得犧牲奉獻才玩得了的角色！野區一等單殺兩等都什麼水平！這就是慎本人的實力嗎？喊話RIOT希望改版慎大絕機制？沒到場的不確定因素導致這角色離開比賽場！？,Stanley 史丹利,Gaming,2026-05-11T09:30:17Z,00:10:44,107494,1723,85
19,F0UIsSnotlA,"HAN ""back to life"" | [Stray Kids : SKZ-PLAYER]",Stray Kids,Music,2026-05-08T15:00:02Z,00:04:20,2767100,466129,36405
20,DOOGSJXVhww,傳說對決 |原來免費抽會中造型是真的...?里維造型手感不到最頂但CP值一定是最頂!| Sirenia 海牛 |納克羅斯,Sirenia海牛,Gaming,2026-05-11T08:56:39Z,00:09:32,80679,1466,64
21,kmTZv6dxmDE,ddok ddok ddok,BOYNEXTDOOR - Topic,Music,2026-05-11T09:01:08Z,00:02:36,280275,11845,447
22,bTbvg33HmZE,BFX vs T1 痛苦面具！Oner經典抓上和Doran一起死！Peyz連續線殺7-1全力Carry！Game 2 | 2026 EWC預選賽,呆梦demo官方频道,Gaming,2026-05-12T09:47:35Z,00:08:39,42998,276,78
23,PxGnk8-IxoA,還是錯過了,영주 李瑩珠 - Topic,Music,2026-05-07T10:03:22Z,00:04:19,58264,1167,115
24,LnNzCN4yklU,【DinTer】開箱超扯帳號48等收穫女神怪物力騎！把經典服當私服在玩的超狂團隊！擁有隱身術+體力回復術的超奢華補機！62防竟能穩掛火窟練功！超稀奇畫面法師用冰雪暴在火窟練功？,Dinter,Gaming,2026-05-11T09:00:26Z,00:10:45,132003,903,108
25,U7P5HttUSDw,Lonely Duet,邱鋒澤 Feng Ze - Topic,Music,2026-04-30T10:02:48Z,00:03:42,39229,134,1
26,aslmbRhOBjI,【有感筆電】我討厭腦腐.. 不要再tung tung tung sahur了!!【Roblox I HATE BRAINROT 全破】,有感筆電 Daptoper,Gaming,2026-05-08T10:00:05Z,00:15:13,314581,9486,830
27,5VOA3QWerNI,月老失了神,優諾NUO - Topic,Music,2026-05-08T10:02:17Z,00:02:55,26012,258,15
28,9Gi3pKI3IdY,機長黃瓜不止開挂那麽簡單.. (事件全紀錄+我的看法),HacqR 游戏频道,Gaming,2026-05-12T12:06:38Z,00:18:13,52206,2528,613
29,adsrNFdIxLg,王菲 Faye Wong《主角》電視劇同名主題曲 (Official MV),Faye Wong Official Channel,Music,2026-05-08T04:00:33Z,00:04:45,161579,3449,457
30,670ZawtZfho,尼克星｜官方送我進擊的巨人造型後…我直接掉回鑽石｜傳說對決｜,尼克星拳擊,Gaming,2026-05-11T13:17:24Z,00:19:25,80645,1011,262
31,XHtO7as5v0I,IVE - BANG BANG | Live From Vevo Studios,IVEVEVO,Music,2026-05-06T16:01:01Z,00:03:03,1142425,55881,1906
32,ILRLL0eopFQ,陪玩事件道歉影片【乖兒子】,乖兒子,Gaming,2026-05-11T08:46:18Z,00:03:37,56464,2673,305
33,oYlrygFH0qs,周深 - 背着山的人『命運偏愛背着山的人 最笨腳步終會越過最高的山峰』【歌詞版】,Verse View,People & Blogs,2026-05-05T09:01:11Z,00:04:05,36670,333,5
34,s_CAEbrvKjc,我被機長黃瓜威脅了? 機長黃瓜開掛事件落幕 | 霜淇淋,霜淇淋的遊戲時間 Berd Lo,Gaming,2026-05-10T04:00:33Z,00:03:01,70204,1927,459
35,8DnzgVdT_FA,最后一次说爱你,020music - Topic,Music,2026-05-05T03:26:21Z,00:05:38,43399,202,0
36,KtC6any5_24,【館長直播完整版】2026/05/011/週一 抓帝王蟹~ 網路青鳥護無人機股票 ! 台灣要醫療品質必須再投給賴皮 ~ 民眾黨一個立委五千萬,館長惡名昭彰,Gaming,2026-05-11T16:19:58Z,04:05:11,71314,3615,142
37,SbMlJ2ku_kY,心聲淚痕 × 情難守,Kai Xyelune - Topic,Music,2026-05-09T07:09:13Z,00:09:24,15498,163,0
38,Y8_4OSnbUZQ,【偷走腦腐】後室都市傳說！躲避實體蜘蛛薩米以獲得腦腐！【Steal a Brainrot】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-05-10T08:57:47Z,00:10:48,98207,1495,122
39,Ej5sYrSf0Ns,tuki. 『最低界隈』1st Live at NIPPON BUDOKAN,tuki.(17),Music,2026-05-08T10:00:07Z,00:03:49,232960,12569,430
40,tSTOiVqY3x8,2026 傳說女神盃 季後賽－ 2026/05/10《Garena 傳說對決》,Garena 傳說對決,Gaming,2026-05-10T14:15:14Z,07:19:09,123074,579,48
41,oz3ZEzep2I0,圓周率,齊翔 XIANG - Topic,Music,2026-05-07T10:02:14Z,00:03:30,39527,654,7
42,-T-2kLRJ-PI,我第一個拿到200萬YouTuber Cruz的專屬吊飾 (Rivals 競爭者),SlingshotBwai 中文頻道,Gaming,2026-05-09T10:00:01Z,00:14:22,106662,3192,374
43,vviU2vsSe5M,If You Were My World,Sam Kim - Topic,Music,2026-05-08T09:01:21Z,00:03:18,421225,5598,182
44,2_FpQj_f69g,【首发评测】Steam 出手柄了！这东西凭啥卖断货？,小宁子 XNZ,Gaming,2026-05-11T04:37:31Z,00:10:06,133159,3200,282
45,_opQpDYh33I,Jenevieve - Hvnly (feat. JIHYO of TWICE) [Official Music Video],JenevieveVEVO,Music,2026-05-08T04:00:45Z,00:02:58,951270,85092,3967
46,6dFUXL6YLWE,【Mande中文】🐰✨Mande猜觀眾的APEX牌位－第２集🐰✨,Mande官方中文,People & Blogs,2026-05-11T09:59:38Z,00:34:05,43448,693,84
47,Ep48v4l4IH8,和解 【r&b版】,GoodBrother-老六 - Topic,Music,2026-05-06T21:31:59Z,00:03:06,58619,332,2
48,-VWboFOD898,【峡谷百万富翁】Hongq应战8大中单绝活！他能拿下几胜？,上单老祖,People & Blogs,2026-05-12T04:21:50Z,00:38:20,67347,1089,339
49,3G0A03PFMg0,ACAI,CORTIS - Topic,Music,2026-05-04T09:00:10Z,00:02:54,2555636,129587,4717
50,BEJtbUHkXls,選最弱的種族，挨最毒的打！在英雄無敵3玩地獄什麼感受？,老孫聊遊戲,Gaming,2026-05-10T11:38:08Z,00:15:24,90037,2291,182
