Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,-SEKt_0pdHM,NMIXX(엔믹스) “Crescendo” M/V,JYP Entertainment,Music,2026-04-28T09:00:01Z,00:02:46,1610742,170733,9097
2,EU0BkX3Sepw,【屍速列車】導演打造活屍電影超進化【屍速禁區】Colony 前導預告 2026.5.22(五) 全台大銀幕震撼上映｜全智賢 X 池昌旭 X 具教煥 X 申鉉彬  全新物種誕生！,GaragePlay 車庫娛樂,Film & Animation,2026-04-29T05:43:04Z,00:01:06,24879,417,13
3,L-ag3I_rPzE,[中文] NS vs T1 | KT vs HLE | 2026 LCK,LCK-Carry,Gaming,2026-04-29T12:21:33Z,04:40:02,439004,1748,31
4,qJk0KO8jarU,阿杜 - Andy『你有多久没有看过那片海 你到现在对自己究竟多明白 总是不服输永远要比别人快 在你前方是否有你要的未来』【动态歌词MV/Lyrics】,Romance Season,People & Blogs,2026-04-25T09:01:09Z,00:05:12,76561,64,0
5,BMBhxRmyQ-o,《復仇者聯盟5》超機密隱藏預告 一般人都看不到!  末日博士終於正臉現身! 一次整理CinemaCon所有漫威大揭露 | 超粒方 | Avengers: Doomsday,超粒方,Film & Animation,2026-04-23T04:00:06Z,00:12:54,365460,4837,152
6,Kbs9cwbqdUY,Minecraft 折斷樹幹，合成樹苗種植就能拿到最強物資，挑戰終界龍的世界生存,阿斯asu,Gaming,2026-04-29T09:00:33Z,00:21:00,80148,2369,98
7,mcJB9H0Nvbc,A-Lin《繞路 Detour》Official Music Video,A-Lin官方專屬頻道,Music,2026-04-29T12:01:33Z,00:04:53,137876,2877,140
8,qb00PDb7eqM,Apex Legends: Overclocked Anthem Trailer,Apex Legends,Gaming,2026-04-28T15:00:06Z,00:01:58,920944,31045,2483
9,-KAM4BXnO2I,我訓練女兒挑戰1000等Ytber..(Rivals 競爭者),SlingshotBwai 中文頻道,People & Blogs,2026-04-29T11:41:56Z,00:14:14,80754,2264,1809
10,XXIX2WnfbpE,"Lady Gaga, Doechii - RUNWAY",LadyGagaVEVO,Music,2026-04-27T19:00:23Z,00:02:59,4889737,414724,21612
11,x5NIr1f64ig,我成了後室公司的員工！走進無限的飯店房間、游泳池、地鐵站！面對等級999的生物，你可以活多久？【Roblox M.E.G. Endless Reality - 有感筆電】,有感筆電 Daptoper,Gaming,2026-04-29T10:01:35Z,00:14:43,108693,4047,602
