Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,V1Lr-_AxeR8,LE SSERAFIM (르세라핌) 'BOOMPALA' OFFICIAL MV,HYBE LABELS,Music,2026-05-22T03:58:06Z,00:03:29,10348829,406654,22609
2,AQEct00Ks5s,【主題歌入り予告】米津玄師「夜鷹」に決定！｜映画『キングダム 魂の決戦』7月17日(金)公開,東宝MOVIEチャンネル,Film & Animation,2026-05-26T19:00:04Z,00:01:30,449145,11180,705
3,j3tsd3hLtCE,[中文] GEN vs HLE | BFX vs KRX | 2026 LCK,LCK-Carry,Gaming,2026-05-27T14:48:02Z,06:51:24,459108,1416,9
4,MoZbwLzg47w,CORTIS 코르티스 'TNT'｜On the Spot｜온더스팟,1theK Originals - 원더케이 오리지널,Entertainment,2026-05-26T09:00:33Z,00:02:27,493022,47154,1356
5,IV70efSGbPc,《緞帶英雄》| 正式前導預告 | Netflix,Netflix Taiwan,Entertainment,2026-05-26T12:00:00Z,00:01:09,31127,1125,58
6,XGcN2wuKwbs,10萬訂閱Q&A | 競爭者連勝第一名,SlingshotBwai 彈弓男孩,Gaming,2026-05-27T09:15:30Z,00:08:53,93414,3930,1581
7,f6aYUpkNbkA,Marz23【觀自在 Avalokiteśvara】Official Music Video,Marz23,Music,2026-05-26T13:00:06Z,00:03:52,56473,2164,137
8,TjQRxbIMU4s,懸疑動作韓劇《殺人者的購物中心》第2季｜先導預告｜7月Disney+ 獨家上線,Disney Plus HK,Entertainment,2026-05-26T06:56:16Z,00:00:54,38999,589,44
9,YK4G3dxYDfs,【Road to EWC】T1 vs DK EWC門票決定戰誰去巴黎? 老鬼許秀互相單殺激烈操作! BO5全場精華 | Road to EWC 26: Korea,Cielo-聯盟精華,Gaming,2026-05-25T11:54:15Z,01:08:30,124639,1198,216
10,QC456eM3A3g,草戒指 (R&B Cover),像素世界 - Topic,Music,2026-05-22T10:03:15Z,00:04:10,91285,406,3
11,KtLs5FtZv2A,Minecraft 小心腳下！和紅月『破壞方塊同時全部破壞』的世界生存，結果不停害死對方,阿斯asu,Gaming,2026-05-25T09:00:05Z,00:21:15,208534,5280,159
12,gMxAUI35O-g,glass,Gareth.T - Topic,Music,2026-05-19T10:00:48Z,00:03:06,1294867,22445,316
13,6-LzjZgQi6Y,尼克星｜我真的要打傳說實況主盃了…結果世界冠軍0322也參戰｜傳說對決｜,尼克星拳擊,Gaming,2026-05-26T09:00:03Z,00:23:55,92902,1364,265
14,tkwD6DLp62k,玖壹壹(Nine one one) 洋蔥 Onion - 我甘願重新愛過 Feat.狗柏 官方MV首播,玖壹壹,Music,2026-05-20T09:20:06Z,00:04:26,355164,8079,379
15,l__Dg8l8TYg,傳說對決 |這就是你們狙擊阿星的原因嗎？強殺他聽他叫真的太銷魂了🥵| Sirenia 海牛 |,Sirenia海牛,Gaming,2026-05-27T09:52:45Z,00:10:25,64860,1522,122
16,irEuvmMd-8c,林俊杰 - 当你『我想对你好 你从来不知道 想你想你也能成为嗜好；我想对你说 却害怕都说错 好喜欢你知不知道』【动态歌词MV/Lyrics】,Romance Season,People & Blogs,2026-05-19T02:00:35Z,00:04:12,64098,55,1
17,X0V9HDII2UA,Minecraft 巨大腳步聲伴隨詭異音樂出現『The Locust蝗蟲』恐怖怪物麥塊世界生存,阿斯,Gaming,2026-05-27T09:00:01Z,00:15:40,67155,2346,116
18,xLAPpTflZmk,aespa 에스파 'WDA (Whole Different Animal) (Feat. G-DRAGON)' Performance Video,aespa,Music,2026-05-23T09:00:03Z,00:02:38,973519,70177,1564
19,A-tsumE9hOI,我們千萬別看害羞男孩的臉！,小妞,Gaming,2026-05-27T09:00:25Z,00:12:18,44504,2317,74
20,Gy32XOFT2ww,BOOMPALA,LE SSERAFIM - Topic,Music,2026-05-22T04:00:12Z,00:02:57,2332424,59153,1076
21,Kg5sfKp31pY,【Stanley】上路汎汎姐！板甲獵魔弩箭大絕CD只要37秒！隨意開大邊線無敵！前期瘋狂吸我奶也沒用！慎出黃昏黎明想學比賽套路？傷害很高但根本殺不死我！這些人都是從陸服來的吧！？送的也太快了！,Stanley 史丹利,Gaming,2026-05-27T09:30:16Z,00:10:10,68419,1206,35
22,fcnDmrtj6Sk,"Shakira, Burna Boy - Dai Dai (Official Video)",Shakira,Howto & Style,2026-05-23T16:14:03Z,00:04:01,30141851,1534012,83325
23,_K9XpPlvHVY,不老魔王！绝境Faker把多少人看懵了？卡视野闪现向前开团，这真的是30岁？,呆梦demo官方频道,Gaming,2026-05-26T20:13:19Z,00:17:33,106026,1568,113
24,PJyFND4-zR4,Jay Chou 周杰倫【Aurora in July 七月的極光】Official Music Video,周杰倫 Jay Chou,Music,2026-05-20T04:00:04Z,00:03:10,2149185,12225,1057
25,a6q-bMycbcQ,實況主盃練習 跟GCS冠軍團練,空巴嗨嗨0322,Gaming,2026-05-27T15:44:41Z,09:43:19,47006,340,2
26,E4hJ-Nfx6zA,"ITZY ""Motto"" Dance Video (Rooftop Ver.)",ITZY,Entertainment,2026-05-24T15:00:00Z,00:03:17,492803,56387,2442
27,R5k79OadXFM,曾經的P站王者強勢歸來？鬥陣特攻十週年福利待遇不一致讓玩家紛紛破防！【Overwatch 鬥陣特攻】官方迷之操作引發的爭議事件,GamerSecret 玩家機密,Gaming,2026-05-27T11:00:22Z,00:11:57,65812,1724,142
28,nKyZDdpfEiQ,六哲 - 畢竟深愛過『你堅持著說要走 說他比我要溫柔 我明白你的追求 終於安靜放了手』【動態歌詞MV/Lyrics】,Nightfall Tunes,People & Blogs,2026-05-22T09:01:01Z,00:04:45,71487,128,2
29,lRL67yFpHVs,T1 vs DK Faker智商壓制送塔騙閃再單殺許哥！老年阿卡莉飛來飛去仍然跟鬼一樣！丨Game1丨2026 EWC Korea 勝部決賽,NLF賽事精華,Gaming,2026-05-25T08:18:46Z,00:13:52,58054,235,29
30,XiRv3heIaXo,字字句句 (R&B),Lune音 - Topic,Music,2026-05-17T00:56:33Z,00:03:44,109760,138,0
