Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
1,cfaybWG25D4,"T.O.P - ""완전미쳤어! (Studio54)"" MV",T.O.P,Music,2026-04-08T09:00:49Z,00:04:36,3624206,229419,15405
2,zrh8E99Uea0,第九集預告片分析！以及一些吐槽！《神奇數字馬戲團》THE AMAZING DIGITAL CIRCUS,阿力阿力栗,Gaming,2026-04-12T03:13:17Z,00:05:41,61028,2329,177
3,ypuFhlPcMQ8,GCS 2026 春季例行賽W7D3 & ACS 夏季校園聯賽W2D2  －2026/04/12《Garena 傳說對決》,Garena 傳說對決,Gaming,2026-04-12T13:56:20Z,09:09:06,252237,920,128
4,jOnLqqDRfY4,TXT (투모로우바이투게더) '하루에 하루만 더 (Stick With You)' Official MV,HYBE LABELS,Music,2026-04-13T08:58:06Z,00:04:38,346379,118210,13180
5,AjFk1cY265I,Digital Circus Ep 9 Finale [TRAILER],GLITCH,Film & Animation,2026-04-10T16:29:45Z,00:01:10,18431808,1400054,102664
6,HoC4hJaZa7k,ROBLOX 安靜或死亡！一發出聲音就被盲人殺手追殺！我能活下來嗎?!【Quiet or Die - 有感筆電】,有感筆電 Daptoper,Gaming,2026-04-10T12:52:52Z,00:13:44,284443,8372,1046
7,ZLldhJXp7iw,Jay Chou 周杰倫【Aegean Sea 愛琴海】Official Music Video,周杰倫 Jay Chou,Music,2026-04-06T04:00:03Z,00:03:37,4168694,18641,1685
8,rrkraGtMmbw,《#穿著PRADA的惡魔2》｜終極預告｜ 4月29日(三) 年度大秀等你來坐,二十世紀影業,Film & Animation,2026-04-07T01:01:01Z,00:01:53,336440,3294,179
9,wbDRJROsBB0,【DE JuN】爆笑！你為什麼要騙我！！詐騙熱線 Scam line,DE JuN,Entertainment,2026-04-11T09:21:44Z,00:16:24,190182,5484,167
10,k2X6HaZKO2Y,两三句 (趁着灯火不算清晰),宋佳野 - Topic,Music,2026-04-07T14:04:24Z,00:03:40,167130,565,0
