Rank,Video_ID,Title,Channel,Category,Upload_Time,Duration,View_Count,Like_Count,Comment_Count
17,4aVoaSixc0E,Stellar Blade: Blood Rain - Official Reveal Trailer | IGN Summer of Gaming,IGN,Gaming,2026-06-05T22:50:38Z,00:03:31,1215322,66678,6549
18,r2cWqJCv0NM,【偷走腦腐】腦腐最大YT取代薩米？送今天遇到最強的腦腐！【Steal a Brainrot】【Roblox】【機械方塊】,R子_第2頻道,Gaming,2026-06-07T11:20:09Z,00:10:16,96416,1722,273
19,MknxZiflvdM,香烟与吻痕,Hogee - Topic,Music,2026-05-21T16:02:23Z,00:03:25,99862,2181,0
20,wrdkAIreor4,Hearts2Hearts 하츠투하츠 Trailer : The LemonTang Syndrome,Hearts2Hearts,Music,2026-06-07T15:00:27Z,00:03:13,853595,113366,7839
21,OUJtIFmfx6k,【Stanley】先攻揆恩打野改天換命局！隊友瘋狂送頭我們瘋狂Carry！打到滿裝489AD一箭傷害破千！連石頭人都得瞬間融化！直接雙殺對面最肥雙人線！絲血逃生秀爛阿卡莉！1v5局難道還能被逆轉？,Stanley 史丹利,Gaming,2026-06-08T09:30:28Z,00:12:24,64672,1294,43
22,nY9P476KfL8,I Wonder,BOYNEXTDOOR - Topic,Music,2026-06-08T09:00:35Z,00:03:18,115977,10789,833
23,hMCYcXzGOnQ,又一波全新陸劇首發預告，一口氣看完10部！王鶴棣《鹹魚飛昇》一發布就突破千萬播放！檀健次超燃大將軍亮相！王楚然復仇賽道！吳謹言帶感爽劇！更有《唐詭》的升級版！,月亮說,People & Blogs,2026-06-06T13:16:34Z,00:14:26,32197,293,42
24,hZv9bI93jtg,我課金花費超多R幣..在ROBLOX超紓壓鍵盤逃脫！,Yuan2020,Gaming,2026-06-05T12:14:55Z,00:09:39,158466,3971,150
25,NQRGAh7ukh8,izna 'METRONOME' MV,izna (이즈나),People & Blogs,2026-06-08T09:00:01Z,00:03:30,623541,75247,6623
26,-J0_2eMtFQM,GUNDAM ROGUE ORBIT – Announcement Trailer,Bandai Namco Entertainment America,Entertainment,2026-06-05T21:40:53Z,00:02:06,505060,30257,3452
27,_BE6aVJgM98,FORMULA BRAWL RACE #1 #FormulaBrawl,Brawl Stars,Gaming,2026-06-08T15:00:07Z,00:02:59,4558575,118504,17711
28,an2jU_wAtCU,后来的我们｜R&B｜Later of Us,啊润-抖音Music - Topic,Music,2026-06-01T05:38:53Z,00:04:53,107864,306,1
29,tKwH3pNFEbo,【超少女】終極預告，6月24日（週三）大銀幕鉅獻,華納兄弟台灣,Film & Animation,2026-06-03T16:05:08Z,00:02:11,68021,1250,400
30,FHfairTql0s,【館長直播完整版】2026/06/08/週一 賽車~~~館長帶貨代很差大陸放棄舔共館長~ 司法敗壞   護漁是統戰,館長惡名昭彰,Gaming,2026-06-08T16:19:11Z,04:21:19,88007,4493,114
31,83C3TZ4Zm_o,aespa 에스파 'LEMONADE' MV,SMTOWN,Music,2026-05-29T04:00:16Z,00:03:12,22007397,685523,38037
32,HLMX2w3cwuE,God of War Laufey - Gameplay Reveal Trailer | PS5 Games,PlayStation,Gaming,2026-06-02T22:15:01Z,00:23:45,6882019,409567,29625
33,tkCWg8aJvfg,[中文] TSW vs DCG | LCP 2026 Split 2 Knockout Stage Grand Final,LoLEsportsTW ,Gaming,2026-06-07T13:05:39Z,04:36:33,97956,308,1
34,qf17QE4nMCI,小星星,汪苏泷 - Topic,Music,2026-06-02T10:00:03Z,00:03:17,50159,124,0
35,y1y1ZjVz1c0,Castlevania: Belmont‘s Curse（ キャッスルヴァニア ベルモンドカース）Release Date Trailer (CERO) | KONAMI,KONAMI公式,Gaming,2026-06-07T20:02:45Z,00:01:52,126124,2809,239
36,_-XKvtVhOB4,最强爆瓜女玩家草莓醬人機化了.. 讓我來拯救他！/ Roblox Rivals 競爭者 【HacqR 黑客】,HacqR 黑客,Gaming,2026-06-07T09:55:06Z,00:14:58,67394,2467,1263
37,ttF4mMzKgEk,超好聽中文歌曲｜一個人的憂傷《你只是路過》Just Passing By｜深夜單曲循環！2026 必聽失戀情歌｜Fae Elowyn,Fae Elowyn ,Music,2026-06-03T03:45:32Z,00:04:39,39727,196,14
38,gKum7LqFi1s,Palworld 1.0 Cinematic Trailer,Pocketpair Palworld,Gaming,2026-06-05T22:36:36Z,00:01:48,607728,40887,4074
39,fD3Rbsx388s,Minecraft⚠️緊急更新【國外爆紅】後室Backroom電影版【麥塊版】！《後室の麥塊生存錄影帶》全樓層探索＋怪物！（一部 後室...麥塊電影）,阿神,Gaming,2026-06-05T12:08:59Z,00:55:10,141909,5087,163
40,eSJxBd1WhV4,【MV首播】林姍 - 一生情願 (官方完整版MV) HD【三立八點檔『 百味人生』片頭曲】,豪記唱片 HCM Music,Music,2026-06-05T02:00:07Z,00:04:21,50699,1180,55
41,Rsztt5qDj_A,"FALL 2: DEADPOINT (2026) Official Trailer - Harriet Slater, Arsema Thomas",Lionsgate Movies,Film & Animation,2026-06-04T15:00:06Z,00:01:20,3670273,37808,2562
42,nJLJsPMqF8w,25年前難度逆天的真魂斗羅，隱藏黑暗劇情！,老孫聊遊戲,Gaming,2026-06-06T11:22:25Z,00:16:50,117518,2473,86
43,bgpo90p48N0,又讓我想起你,Song Changhe - Topic,Music,2026-06-01T22:48:41Z,00:03:35,32935,200,0
44,NsUbanX2a-k,【冰原歷險記6：沸常危機】 前導預告 | 2027 年 2 月 大銀幕火熱登場,迪士尼影業,Film & Animation,2026-06-05T02:27:59Z,00:01:08,71319,1109,196
45,V838Wemqe7w,【尊】這是一款只有0.1%人能通關的解謎遊戲 ! ? 玩了後才發現自己是智障...【第二頻道】,人生魯宅x尊-第2頻道,People & Blogs,2026-06-04T10:00:39Z,00:11:49,145433,4311,146
46,7UUQDWDcovQ,"韋禮安 WeiBird - ""很久很久 A Little Longer"" Official Audio",韋禮安 WeiBird,Music,2026-06-01T16:00:11Z,00:04:03,217876,4471,180
47,8mF5dWKOyS0,排位練習 明天18.對決星星幫,空巴嗨嗨0322,Gaming,2026-06-08T16:56:37Z,04:59:10,38136,250,3
48,areb0uDi8mU,林佳辰SuMMeR - 'Love Me Again' Official Music Video,Ozone,Music,2026-06-05T11:58:06Z,00:03:48,41836,1861,299
49,sNt-jFILvOA,【天堂經典版】棺月⭐純正精智法師52級實測《21號開放風木攻城戰?》海神收冰雪暴｜6/8,棺月,Gaming,2026-06-08T10:30:56Z,03:01:46,34720,378,20
50,R8bcfNKPJ3Q,爱的可能,大头针 - Topic,Music,2026-05-11T20:45:41Z,00:03:16,97194,618,0
