Comment_Author,Comment_Text,Comment_Date,Like_Count
@o7-0V0b,"""She could fight, beautifully...""

———Kratos",2026-06-02T22:16:54Z,1003
@Wolfpacxx,"I have a gut feeling that after the epilogue, we'll get an end credit scene showing Faye meets a grown up Artreus",2026-06-04T12:13:00Z,457
@kevinomahoney,I will buy this.,2026-06-09T18:39:39Z,2
@SUBBASESOUNDS,looks like karen should teach matt that double jump combo,2026-06-03T12:15:01Z,363
@chelseafcstarbuckstop,"2018: BOY!
2026: OI HUGHIE!",2026-06-06T09:45:25Z,282
@al_alemania,Kratos wasn’t lying when he said she fought beautifully,2026-06-03T10:44:35Z,522
@dacolts89,This was incredible,2026-06-07T21:05:40Z,2
@pAc0tAc019,I can't wait for Frank to give me the answer to every puzzle after 30 seconds,2026-06-02T22:52:46Z,526
@Tactical_Katelyn,So she was pretty much working overtime for two entire games basically being the Doomslayer 😭🔥,2026-06-03T11:27:38Z,224
@antoniolewit7852,0:11 legit had to double take the mourning dove call because we have those all around where I live,2026-06-03T09:37:41Z,663
@douglaspelin9062,Can’t stop rewatching this! Gets better each time!,2026-06-08T12:48:52Z,0
@sourcherrycrunch,that big tiger thing lost all of its aura when it entered creative mode to fly away,2026-06-06T11:09:26Z,62
@MarquizeMufasa1990,Yeah i see why Kratos fell for this woman.,2026-06-02T23:50:57Z,462
@iamarugin,The hair tech is insane,2026-06-07T13:33:01Z,540
@JOJO_THE_PROGRAMMER,give concord my regards,2026-06-09T18:24:38Z,4
@kallisbharathi,"""Oii Hughie..You ain't Lenny..why you a cube innit!""",2026-06-03T08:34:19Z,85
@IdcBsB6233,"Frank: Karen, are you here with me.
Karen: yeah, frank I'm here.",2026-06-03T00:56:36Z,273
@passerbeta2298,"no wonder thor run away from her when they fought, she's a wild fighter",2026-06-03T11:10:22Z,158
@Cody_Handsome,"So the mask Atreus was re constructing, would have taken Odin here???",2026-06-07T16:13:22Z,3
@SecondHandTruth,"Welcome back, HEAVENLY SWORD.",2026-06-03T01:29:44Z,747
@TheGman901,"Kratos: ""Find your way home""
Faye: DOUBLE JUMP + DIVING ATTACK!",2026-06-03T10:07:00Z,74
@SalmanSafi-iy6qi,wife of war,2026-06-04T06:08:29Z,133
@graduator14,"Amazing!
I imagine this is a transition between the Norse Saga and the Egyptian saga!",2026-06-08T12:58:54Z,0
@abtuseplays,Laufey: Born Again,2026-06-03T03:31:32Z,332
@ragingmcqueen,The cube was an insanely bizarre choice for a character.,2026-06-03T02:28:34Z,586
@DysfunctionalOperator--zt5ml,I hope she sees Kratos when he went through the light of Alfhiem.,2026-06-04T17:28:14Z,84
@anhhoangngoc5987,so she does fight beautifully,2026-06-09T22:23:07Z,2
@Ahmed-jn6iv,"Trailer ❌
Walkthrough ✅",2026-06-03T12:50:11Z,249
@UniverseGamingTCG,She is the wife of Kratos not doubt.,2026-06-06T23:39:23Z,158
@kecukraftwork1988,'X to wake up' feels like the new 'F to pay respects'.,2026-06-06T01:19:32Z,450
@sebus_2331,Arteus genes are more cracked than we all thought,2026-06-04T08:46:23Z,1217
@Rainjojo,"Kratos: she is resting now boy..

Faye in the afterlife:",2026-06-03T01:14:35Z,114
@godofgamer2485,"I think a lot about Heavenly Sword, i love it",2026-06-09T06:08:14Z,1
@bagelninja9982,"Hearing Hughie's voice, I can't help but call him Cubeie 😂",2026-06-04T06:06:54Z,138
@ag_fahrenheit,I’m just waiting for CookingWithKratos to break all this down,2026-06-05T04:51:33Z,39
@psychogamer7213,Oh the Amount of ALL of the angry inlaw's she's about to meet.,2026-06-03T14:11:20Z,146
@mrstupiduniverse731c,"all the comments about her having air combos and kratos doesnt, i am guessing your all forgetting she is in the afterlife where those rules no longer apply.",2026-06-07T18:42:40Z,2
@MarquizVincentBissetDeGramont,"The fact that she can jump, I feel like this will be a prototype for the remake of The original trilogy",2026-06-03T06:18:01Z,175
@Adoniss99,Kratos jointing forces with Wukong to beef with the celestial Chinese gods would be crazy,2026-06-02T23:55:37Z,211
@RadZapping,It’s like the Egyptian pantheon has blockaded access to the other afterlifes.,2026-06-04T02:15:46Z,222
